OSB;FirmaAdi;WebSitesi;Domain;Email
"Kayapa Bursa OSB";"150";"";"tekkimambalaj.com";"tekkim@tekkimambalaj.com"
"Kayapa Bursa OSB";"151";"";"teknobara.com.tr";"info@teknobara.com.tr"
"Kayapa Bursa OSB";"152";"";"teknokol.com.tr";"teknokol@teknokol.com.tr"
"Kayapa Bursa OSB";"153";"";"";""
"Kayapa Bursa OSB";"154";"";"";""
"Kayapa Bursa OSB";"155";"";"";""
"Kayapa Bursa OSB";"156";"";"tidap.com.tr";"tidap@tidap.com.tr"
"Kayapa Bursa OSB";"157";"";"tiryakimakina.com";"tiryaki@tiryakimakina.com"
"Kayapa Bursa OSB";"158";"";"tmmpres.com";"info@tmmpres.com"
"Kayapa Bursa OSB";"159";"";"";""
"Kayapa Bursa OSB";"160";"";"";""
"Kayapa Bursa OSB";"161";"";"";""
"Kayapa Bursa OSB";"162";"";"";""
"Kayapa Bursa OSB";"163";"";"turkas.com.tr";"refik.oztufekci@turkas.com.tr"
"Kayapa Bursa OSB";"164";"";"";""
"Kayapa Bursa OSB";"165";"";"uclerkelepce.com.tr";"rkara@uclerkelepce.com.tr"
"Kayapa Bursa OSB";"166";"";"uclerkelepce.com.tr";"rkara@uclerkelepce.com.tr"
"Kayapa Bursa OSB";"167";"";"";""
"Kayapa Bursa OSB";"168";"";"";""
"Kayapa Bursa OSB";"169";"";"unvergroup.com";"info@unvergroup.com"
"Kayapa Bursa OSB";"170";"";"unverlermakine.com.tr";"bilgi@unverlermakine.com.tr"
"Kayapa Bursa OSB";"171";"";"";""
"Kayapa Bursa OSB";"172";"";"vkmplastik.com";"info@vkmplastik.com"
"Kayapa Bursa OSB";"173";"";"";""
"Kayapa Bursa OSB";"174";"";"sandvik.com";"sedat.altas@sandvik.com"
"Kayapa Bursa OSB";"175";"";"";""
"Kayapa Bursa OSB";"176";"";"yapakalip.com";"yapa@yapakalip.com"
"Kayapa Bursa OSB";"177";"";"";""
"Kayapa Bursa OSB";"178";"";"yepsan.com.tr";"yepsan@yepsan.com.tr"
"Kayapa Bursa OSB";"179";"";"";""
"Kayapa Bursa OSB";"180";"";"yucecengiz.com";"muhasebe@yucecengiz.com"
"Kayapa Bursa OSB";"181";"";"zetm.com.tr";"h.taka@zetm.com.tr"
"Kırıkkale I OSB";"A İş Makineleri İml. San. Ve Tic. Ltd. Şti";"";"";""
"Kırıkkale I OSB";"ACE Ajans Reklam Petrol Nak. Paz. Tem. İt. İhr. San. ve Tic. Ltd. Şti.";"";"";""
"Kırıkkale I OSB";"Ahmad ARAMDOUST";"";"";""
"Kırıkkale I OSB";"Akçay Kolonya ve Kimya San. Tic. Ltd. Şti.";"";"";""
"Kırıkkale I OSB";"Akermak Taah. İth. İhr. Ltd.Şti";"";"";""
"Kırıkkale I OSB";"Akın Teknoloji A.Ş";"";"";""
"Kırıkkale I OSB";"Alfa Solar Enerji Sanayi Ticaret A.Ş";"";"";""
"Kırıkkale I OSB";"ANKARA YEM SANAYİ TİCARET A.Ş.";"";"";""
"Kırıkkale I OSB";"Ars Polimer Mak. Ve Metal İml. San. Ve Tic. Ltd. Şti";"";"";""
"Kırıkkale I OSB";"Atlas Döşeme Malzemeleri Hır. Mob. İnş. San. Tic. Ltd. Şti.";"";"";""
"Kırıkkale I OSB";"Ay – Sun Sanayi Ürünleri Ürt. Geri Dönüşüm Tic. Taş.Ltd. Şti.";"";"";""
"Kırıkkale I OSB";"Bab Yatırım Holding A.Ş";"";"";""
"Kırıkkale I OSB";"Bahadır Kimya Ürenleri İth. İml. Ltd. Şti.";"";"";""
"Kırıkkale I OSB";"Best Buklet Otel. Ekip. Teks. Turz. İht. İhr. San. Ve Tic A.Ş";"";"";""
"Niğde Bor OSB";"Borç Ödeme";"https://borkarmaosb.tahsildar.com.tr/pay/un-authenticated-payment";"borkarmaosb.tahsildar.com.tr";""
"Niğde Bor OSB";"Enerji İzleme";"http://88.247.25.196:8080/Login.aspx";"88.247.25.196";""
"Niğde Bor OSB";"GES Başvurusu";"https://borosb.osbyonetim.com/login";"borosb.osbyonetim.com";""
"Niğde Bor OSB";"Online Ödeme";"https://borkarmaosb.tahsildar.com.tr/pay/un-authenticated-payment";"borkarmaosb.tahsildar.com.tr";""
"Niğde Bor OSB";"Web Tasarım & Yazılım İMO MEDYA.";"https://imomedya.com/";"imomedya.com";""
"Osmaniye OSB";"ADA HASIR ÇELİK SAN.VE TİC.LTD.ŞTİ.";"";"adahasircelik.com";"ada@adahasircelik.com"
"Osmaniye OSB";"AKONİ KİMYA BİLGİ TEKN.SAN.VE TİC.A.Ş.";"";"yalcinagaoglu.com.tr";"iletisim@yalcinagaoglu.com.tr"
"Osmaniye OSB";"AKS ENERJİ SAC ÜRÜNLERİ DEMİR ÇELİK SAN.VE TİC.LTD.ŞTİ.";"";"samsunakenerji.com.tr";"info@samsunakenerji.com.tr"
"Osmaniye OSB";"ALİ ÖZKAN";"";"";"ozkanmakine80@gmail.com"
"Osmaniye OSB";"ALMETSAN YAPI ELEMANLARI SAN.A.Ş. OSMANİYE 1 ŞBESİ";"";"almetsan.com.tr";"info@almetsan.com.tr"
"Osmaniye OSB";"AMANOS ORMAN ÜRN.İNŞ. NAK.SAN.TİC.LTD.ŞTİ.";"";"";"amanoskereste@hotmail.com"
"Osmaniye OSB";"ARCELORMİTTAL RZK ÇELİK SERVİSİ MERKEZİ SAN.VE TİC.A.Ş.";"";"rzkcelik.com";"ahmet.taskapan@rzkcelik.com"
"Osmaniye OSB";"ARS ÇELİK KONSTRÜKSİYON. İMALAT. SAN. VE TİC. LTD.ŞTİ.";"";"arscelik.com.tr";"info@arscelik.com.tr"
"Osmaniye OSB";"ATLAS KİMYASAL İTH.İHR.SAN.TİC.";"";"atlaskimyasal.com";"info@atlaskimyasal.com"
"Osmaniye OSB";"ATM MÜH.MAD.İNŞ.SAN.VE TİC.LTD.ŞTİ";"";"";"atmmermer@hotmail.com"
"Osmaniye OSB";"AY PROFİL SAN VE TİC. LTD.ŞTİ.";"";"ayprofil.com";"ayprofil@ayprofil.com"
"Osmaniye OSB";"AYGAZ ANONİM ŞİRKETİ";"";"aygaz.tr";"bulent.dikener@aygaz.tr"
"Osmaniye OSB";"BAKIRLAR TEKSTİL SAN.VE TİC.AŞ.";"";"bakirlar.com.tr";"info@bakirlar.com.tr"
"Osmaniye OSB";"BAŞTUĞ YAPI VE BÜRO MOBİLYALARI SAN. AŞ.";"";"bstoffice.com.tr";"info@bstoffice.com.tr"
"Osmaniye OSB";"BETONG YAPI SANAYİ VE TİCARET .A.Ş.";"";"betongyapi.com";"info@betongyapi.com"
"Osmaniye OSB";"BEYTEKS TEKSTİL SANAYİ VE TİC.A.Ş.";"";"beytekstekstil.com";"beyteks@beytekstekstil.com"
"Osmaniye OSB";"BİTEKS İPLİK SANAYİ VE TİC.A.Ş.";"";"biteksiplik.com";"biteks@biteksiplik.com"
"Osmaniye OSB";"BODUR METALURJİ SAN. TİC. LTD. ŞTİ.";"";"";"bodurmetalurji@gmail.com"
"Osmaniye OSB";"BULUT TEKSTİL SAN.TİC.LTD.ŞTİ.";"";"buluttekstil.com";"info@buluttekstil.com"
"Osmaniye OSB";"CANSAN METALURJİ SAN.VE TİC.LTD.ŞTİ.";"";"cansanmetalurji.com";"cansan2004@cansanmetalurji.com"
"Osmaniye OSB";"CROWN BEVCAN TÜRKİYE AMBALAJ SAN.VE TİC.SAN.VE TİC.LTD.ŞTİ.";"";"eur.crowncork.com";"serdar.ozen@eur.crowncork.com"
"Osmaniye OSB";"CRT METAL SANAYİ VE TİCARET LTD.ŞTİ.";"";"crtmetal.com";"muhasebe@crtmetal.com"
"Osmaniye OSB";"ÇEZİKLER KESKİNLER METAL SAN.TİC.LTD.ŞTİ.";"";"";"ceziklerkeskinler@gmail.com"
"Osmaniye OSB";"ÇEZİKLER LOJİSTİK PET. ÜR. İNŞ. MOT. TAŞ. SAN. VE TİC. LTD. ŞTİ.";"";"cezikler.com";"operasyon@cezikler.com"
"Osmaniye OSB";"ÇUKUROVA METAL TEL VE ORMAN ÜRÜNLERİ LTD.ŞTİ.";"";"cukurovametal.com.tr";"info@cukurovametal.com.tr"
"Osmaniye OSB";"DANIŞTI İNŞAAT METALURJİ SAN. VE TİC. A.Ş.";"";"danistigroup.com.tr";"iletisim@danistigroup.com.tr"
"Osmaniye OSB";"DETAŞ SAC PROFİL DEMİR ÇELİK SAN. VE TİC. A.Ş.";"";"detasgrup.com.tr";"huseyinnohutluoglu@detasgrup.com.tr"
"Osmaniye OSB";"DİLA GERİ DÖNÜŞÜM ENERJİ VE ÇEVRE TEKNOLOJİLERİ. SAN. VE TİC. LTD.ŞTİ";"";"dilaenerji.com.tr";"info@dilaenerji.com.tr"
"Osmaniye OSB";"DPS DOOR METAL MAK.SAN. VE TİC. LTD.ŞTİ.";"";"dpsdoor.com.tr";"muhasebe@dpsdoor.com.tr"
"Osmaniye OSB";"EBRAR DEMİR ÇELİK PLASTİK TEKS.OTO GIDA SAN.VE TİC.LTD.ŞTİ.";"";"dogruplastik.com";"iletisim@dogruplastik.com"
"Osmaniye OSB";"EDİP DEMİRÇELİK DIŞ TİCARET ANONİM ŞİRKETİ";"";"edipdemircelik.com";"muhasebe@edipdemircelik.com"
"Osmaniye OSB";"EGE TOROS BORU PROFİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ";"";"egetoros.com";"muhasebe@egetoros.com"
"Osmaniye OSB";"ELİT İPLİK TEKSTİL SAN.VE TİC.A.Ş.";"";"elitiplik.com.tr";"mehmet@elitiplik.com.tr"
"Osmaniye OSB";"EMSE TEKSTİL TİC.VE SAN.LTD.ŞTİ.";"";"";"emse@hotmail.com"
"Osmaniye OSB";"ERCAN DEMİR PROFİL İNŞAAT TAAHHÜT TİC.LTD.ŞTİ.";"";"ercanprofil.com.tr";"info@ercanprofil.com.tr"
"Osmaniye OSB";"EROL DIŞ TİCARET LTD.ŞTİ.";"";"eroldisticaret.com";"erol@eroldisticaret.com"
"Osmaniye OSB";"ERSOYLAR DEMİR ÇELİK SAN.VE TİC.A.Ş.";"";"ersoylarmetal.com";"info@ersoylarmetal.com"
"Osmaniye OSB";"ESSEL SELÜLOZ VE KAĞIT SAN.TİC.A.Ş.";"";"";"esselkagitsanayi@hs06.kep.tr"
"Osmaniye OSB";"FERRA FİLTRE SANAYİ VE TİCARET A.Ş.";"";"ferrafilter.com";"info@ferrafilter.com"
"Osmaniye OSB";"FİŞEKÇİOĞLU METAL SAN. VE TİC. A.Ş.";"";"fisekcioglu.com.tr";"info@fisekcioglu.com.tr"
"Osmaniye OSB";"GAZBİM YAPI MALZ.SAN.VE TİC.LTD.ŞTİ.";"";"";"gazbimyapi@gmail.com"
"Osmaniye OSB";"GÖYMEN DEMİR ÇELİK İNŞAAT SANAYİ VE TİC.LTD.ŞTİ.";"";"goymendemir.com.tr";"info@goymendemir.com.tr"
"Osmaniye OSB";"GÖZDE MÜHENDİSLİK İNŞ. TİC. TAAH.PAZ.NAK.LTD. ŞTİ.";"";"gozdemakina.com";"info@gozdemakina.com"
"Osmaniye OSB";"GÜNEY STAR DIŞ TİCARET A.Ş.";"";"guneystar.com";"fercan@guneystar.com"
"Osmaniye OSB";"HASIL DEMİR ÇELİK SAN VE TİC.A.Ş.";"";"hasildemircelik.com";"muhasebe@hasildemircelik.com"
"Osmaniye OSB";"HATKO DOKUMA TEKS.İNŞ. TAAH.VE TİC.LTD.ŞTİ.";"";"hatkosport.com";"info@hatkosport.com"
"Osmaniye OSB";"HATKO KAUÇUK A.Ş.";"";"hatkokaucuk.com";"info@hatkokaucuk.com"
"Osmaniye OSB";"HİCRİ ERCİLİ DENİZ NAKLİYAT KİMYEVİ MADDELER SANAYİ VE TİCARET LTD.ŞTİ.";"";"";"tolgaata_19@hotmail.com"
"Osmaniye OSB";"İES GALVANİZ SAN. VETİC.A.Ş.";"";"iesgalvaniz.com.tr";"zeki@iesgalvaniz.com.tr"
"Osmaniye OSB";"İL-TEKS TEKSTİL SAN.VE TİC.A.Ş.";"";"";"ilteks.tekstil@gmail.com"
"Osmaniye OSB";"İLBEYLİ TEKSTİL İMALAT SANAYİ VE TİC.LTD.ŞTİ.";"";"beytekstekstil.com";"beyteks@beytekstekstil.com"
"Osmaniye OSB";"İMC GALVANİZ TEL SAN.TİC.A.Ş.";"";"imcgalvaniz.com.tr";"info@imcgalvaniz.com.tr"
"Osmaniye OSB";"İMTAŞ İÇ VE DIŞ TİC. A.Ş.";"";"imtasdemir.com";"mdemirbasci@imtasdemir.com"
"Osmaniye OSB";"KADİR GÜNDÜZ İNŞAAT TİC. SAN. LTD. ŞTİ.";"";"";"kadirgunduzinsaat@hotmail.com"
"Osmaniye OSB";"KANAT BOYACILIK TİC.VE SAN.A.Ş.";"";"kanatboya.com.tr";"info@kanatboya.com.tr"
"Osmaniye OSB";"KETENLER DÖVME VE KALIPÇILIK SAN.TİC.LTD.ŞTİ";"";"ketdov.com";"info@ketdov.com"
"Osmaniye OSB";"KOÇ METALURJİ A.Ş.";"";"koccelikas.com.tr";"info@koccelikas.com.tr"
"Osmaniye OSB";"KONFİDA AMBALAJ TEKSTİL SANAYİ VETİC.AŞ.";"";"konfida.com";"nurettin.yigit@konfida.com"
"Osmaniye OSB";"KRON FİLTRE SAN.VE TİC.LTD.ŞTİ.";"";"kronfilter.com.tr";"hcalis@kronfilter.com.tr"
"Osmaniye OSB";"M.M.Tiftik Kardeşler Nakliye, İnşaat, Petrol ve Tarım Ürünleri Pazarlama Sanayi ve Ticaret Ltd. Şti";"";"tiftikbeton.com.tr";"info@tiftikbeton.com.tr"
"Osmaniye OSB";"MEHMET BOZDOĞAN";"";"";"bozdogansales@gmail.com"
"Osmaniye OSB";"MERTSE SAC METAL LTD. ŞTİ.";"";"mertse.com";"muhasebe@mertse.com"
"Osmaniye OSB";"MESKAR YEM TARIM HAYV.İTHALAT İHRACAT SAN.VE TİC.LTD.ŞTİ.";"";"";"meskaryem@hotmail.com"
"Osmaniye OSB";"METKOM METALURJİ MALZ.MÜT.NAK.SAN.VE TİC.LTD. ŞTİ.";"";"metkom.com.tr";"info@metkom.com.tr"
"Osmaniye OSB";"METSAN DEMİR ÇELİK ÜRN.KÖM.GÜBRE NAK.MÜT. PAZ.SAN.TİC.LTD.ŞTİ";"";"metsandc.com.tr";"metsandc@metsandc.com.tr"
"Osmaniye OSB";"MEVLÜT AYDIN İNŞ. TAAH. ÇELİK MAK.İMLT.MONT. SAN.VE TİC.LTD.ŞTİ.";"";"mevlutaydinltdsti.com";"info@mevlutaydinltdsti.com"
"Osmaniye OSB";"MİM-MAK MAKİNA İMALAT MONT.SAN.TİC.LTD.ŞTİ";"";"";"mimmak0680@gmail.com"
"Osmaniye OSB";"MÜRAT METALURJİ SAN. VE TİC. A.Ş.";"";"platinumdemir.com.tr";"huseyin.basol@platinumdemir.com.tr"
"Osmaniye OSB";"NİPAŞ TEKSTİL SANAYİ VE TİC.A.Ş.";"";"nipastextile.com";"info@nipastextile.com"
"Osmaniye OSB";"NİRMAN DEMİR ÇELİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ";"";"";"nirmandemircelik@gmail.com"
"Osmaniye OSB";"NOKSEL ÇELİK BORU SANAYİ A.Ş.";"";"noksel.com.tr";"isk-fab@noksel.com.tr"
"Osmaniye OSB";"NOVA STEEL METAL SANAYİ VE TİCARET LİMİTED ŞİRKETİ OSMANİYE ŞUBESİ";"";"novasteelmetal.com";"info@novasteelmetal.com"
"Osmaniye OSB";"OZ METAL SANAYİ TİCARET AŞ";"";"ozmetalurji.com.tr";"info@ozmetalurji.com.tr"
"Osmaniye OSB";"ÖZ YEKSEK TOPRAK MAHSULLERİ VE NAK.TİC.LTD. ŞTİ.";"";"ozyeksekfistik.com";"info@ozyeksekfistik.com"
"Osmaniye OSB";"ÖZ-TRANS ULUSL. NAK. İNŞ. İTH. İHR. SAN. TİC. LTD. ŞTİ.";"";"oztrans.net";"oztrans@oztrans.net"
"Osmaniye OSB";"ÖZDEMİR SEMT TARIM ÜR.PAK.İTH.İHR.GID.SAN.VE TİC.LTD.ŞTİ.";"";"semttarim.com";"info@semttarim.com"
"Osmaniye OSB";"POLİTEKS SUNİ DERİ KİM.İNŞ. TEKS. SAN.VE TİC.LTD. ŞTİ.";"";"politekssunideri.com.tr";"info@politekssunideri.com.tr"
"Osmaniye OSB";"PROTÜRK GERİ DÖNÜŞÜM ENERJİ PETROL ÜRÜN SAN. VE TİC. LTD. ŞTİ";"";"";""
"Osmaniye OSB";"PÜRSAN –PİGMENT ÜRÜNLERİ SAN. VE TİC. A. Ş.";"";"nippon.com.tr";"info@nippon.com.tr"
"Osmaniye OSB";"RABANİ PLASTİK LİMİTED ŞİRKETİ";"";"rabaniplastik.com";"rahul@rabaniplastik.com"
"Osmaniye OSB";"RAL GERİ DÖNÜŞÜM ÇELİK SAN. VE TİC.A. Ş.";"";"ralgeridonusum.com.tr";"ral@ralgeridonusum.com.tr"
"Osmaniye OSB";"RAM ÇELİK TEL VE TEL ÜRÜN.SAN. VE TİC.LTD.ŞTİ.";"";"ramcelik.com";"info@ramcelik.com"
"Osmaniye OSB";"ROYAL İSKELE KALIP SİSTEMLİ SAN. VE TİC.LTD.ŞTİ";"";"royeliskele.com.tr";"info@royeliskele.com.tr"
"Osmaniye OSB";"SAMSUN ÇİVİ METAL SANAYİ VE TİC.AŞ.";"";"samsuncivimetal.com";"info@samsuncivimetal.com"
"Osmaniye OSB";"SETA İNŞAAT TAAH.TİC.VE SAN.LTD.ŞTİ.";"";"setainsaat.com";"info@setainsaat.com"
"Osmaniye OSB";"SİMAK AĞIR MAKİNA SANAYİ A.Ş..";"";"si-mak.com.tr";"simak@si-mak.com.tr"
"Osmaniye OSB";"SİRER MADENCİLİK PETROL TURİZM NAKLİYAT KERESTECİLİK İNŞ.TAAH. İTH.İHR. PAZ.VE TİC.LTD. ŞTİ.";"";"";"ertugerol4@gmail.com"
"Osmaniye OSB";"SUNTEK MAKİNA ENERJİ SAN.TİC. VE LTD. ŞTİ.";"";"suntekmak.com";"muhasebe@suntekmak.com"
"Osmaniye OSB";"ŞENPINAR ÇELİK SAN. A.Ş.";"";"senpinarcelik.org";"muhasebe@senpinarcelik.org"
"Osmaniye OSB";"TEKMONT ENDÜSTRİ TESİSLERİ İMALAT VE MONTAJ SAN.TİC.A.Ş.";"";"tekmont.com";"info@tekmont.com"
"Osmaniye OSB";"TOBAGRO INTERNATIONAL TÜTÜNCÜLÜK SANAYİ VE TİCARET A.Ş.";"";"tobagroint.com";"info@tobagroint.com"
"Osmaniye OSB";"TOPRAKKALE KAĞIT VE AMBALAJ SAN.TİC.LTD.ŞTİ.";"";"kalekagit.com";"info@kalekagit.com"
"Osmaniye OSB";"TOPRAKKALE SAC SANAYİ LİMİTED ŞİRKETİ";"";"crtmetal.com";"muhasebe@crtmetal.com"
"Osmaniye OSB";"TOSÇELİK PROFİL SAC ENDÜSTRİSİ A.Ş.";"";"tosyaliholding.com.tr";"info@tosyaliholding.com.tr"
"Osmaniye OSB";"TOSÇELİK SPİRAL BORU ÜRETİM A.Ş.";"";"tosyaliholding.com.tr";"info@tosyaliholding.com.tr"
"Osmaniye OSB";"TOSYALI ENERJİ SANAYİ VE TİCARET A.Ş.";"";"tosyali.com.tr";"enerjimutabakat@tosyali.com.tr"
"Osmaniye OSB";"TOSYALI FİLMAŞİN VE İNŞAAT DEMİR ÜRETİM SAN. A.Ş.";"";"tosyaliholding.com.tr";"info@tosyaliholding.com.tr"
"Osmaniye OSB";"TOSYALI HARSCO GERİ KAZANIM TEKNOLOJİLERİ A.Ş.";"";"tosyaliholding.com.tr";"info@tosyaliholding.com.tr"
"Osmaniye OSB";"TOSYALI METALURJİ SANAYİ A.Ş";"";"tosyalimetalurji.com.tr";"info@tosyalimetalurji.com.tr"
"Osmaniye OSB";"TOSYALI TOYO ÇELİK A.Ş.";"";"tosyalitoyo.com.tr";"info@tosyalitoyo.com.tr"
"Osmaniye OSB";"TURKUA KARBON DENİZCİLİK SAN VE TİC. LTD.ŞTİ.";"";"turkua.com.tr";"turkua@turkua.com.tr"
"Osmaniye OSB";"TÜRKER TORNA BORVEKS OTOMOTİV VE YEDEK PARÇA İNŞ. VE MALZ. DEMİR ÇELİK MAM.İ NAK. MAK. VE YEDEK PARÇA TAAH. SAN.VE TİC.LTD.ŞTİ.";"";"";"turker-torna@hotmail.com"
"Osmaniye OSB";"UFUK SAC İTH. İHR. DIŞ TİC. LTD. ŞTİ.";"";"ufukdemircelik.com.tr";"muhasebe@ufukdemircelik.com.tr"
"Osmaniye OSB";"UĞUR METAL TİCARET NAKLİYAT LTD.ŞTİ.";"";"ugurmetaldemir.com";"info@ugurmetaldemir.com"
"Osmaniye OSB";"USLU ÇSM DEMİRÇELİK AŞ.";"";"usludemircelik.com";"info@usludemircelik.com"
"Osmaniye OSB";"VARİO MÜHENDİSLİK VE ÜRETİM TEKNLOJİLERİ AŞ.";"";"variogrease.com";"muhasebe@variogrease.com"
"Osmaniye OSB";"VİTAMİN GÜBRE GÜBRE A.Ş.";"";"vitamingubre.com.tr";"vitamin@vitamingubre.com.tr"
"Osmaniye OSB";"YAHŞİOĞLU GIDA SAN.VE TİC.LTD.ŞTİ.";"";"";"huseyin-yahsi@hotmail.com"
"Osmaniye OSB";"YAVUZHAN TARIM ÜRÜNLERİ SAN. TİC. LTD. ŞTİ.";"";"";"yavuzhan.80.81@gmail.com"
"Osmaniye OSB";"YEŞİL BAŞAK TARIM SANAYİ VE TİC.LTD.ŞTİ.";"";"yesilbasak.com";"info@yesilbasak.com"
"Osmaniye OSB";"YILGENCİ SANAYİ VE TİCARET ANONİM ŞİRKETİ-ORHAN YILGENCİ";"";"yilgenci.com";"serkan.cinar@yilgenci.com"
"Osmaniye OSB";"YILMAZ GLOBAL METAL ÜRÜNLERİ SAN. TİC. A.Ş.";"";"yakupyilmazboru.com";"yilmazboru@yakupyilmazboru.com"
"Osmaniye OSB";"YUNUS KENDİR DEMİR ÇELİK A.Ş.";"";"kendirliler.com";"yunuskendir@kendirliler.com"
"Osmaniye OSB";"YÜCEL BORU VE PROFİL ENDÜSTRİSİ A.Ş.";"";"yucelboru.com.tr";"dilaver.gunduz@yucelboru.com.tr"
"Osmaniye OSB";"ZNR YAPI KİMYASALLARI SAN.TİC. LTD.ŞTİ";"";"znr.com.tr";"info@znr.com.tr"
"Tire TOSBİ İzmir OSB";"ACEMOĞLU GIDA SAN. ve TİC. LTD. ŞTİ. Detaylar İçin Tıklayınız";"https://www.oncusalca.com.tr";"oncusalca.com.tr";""
"Tire TOSBİ İzmir OSB";"AGROMOON TAR. KİMYA SAN. ve TİC. A.Ş. Detaylar İçin Tıklayınız";"http://htpps://agromoon.com";"htpps";""
"Tire TOSBİ İzmir OSB";"AK GIDA SAN. ve TİC. A.Ş. Detaylar İçin Tıklayınız";"https://www.akgida.com.tr";"akgida.com.tr";""
"Tire TOSBİ İzmir OSB";"AK ZİRAAT ALETLERİ SAN.VE TİC.LTD.ŞTİ. Detaylar İçin Tıklayınız";"https://akziraat.com.tr";"akziraat.com.tr";""
"Tire TOSBİ İzmir OSB";"ALPLA PLASTİK SAN. VE TİC. LTD. ŞTİ. Detaylar İçin Tıklayınız";"https://www.alpla.com";"alpla.com";""
"Tire TOSBİ İzmir OSB";"ANKA SENTETİK DOK. A.Ş. Detaylar İçin Tıklayınız";"https://ankasentetik.com";"ankasentetik.com";""
"Tire TOSBİ İzmir OSB";"ANM KÖKSAL ORMAN ÜR. İNŞ. SAN. TİC. LTD. ŞTİ. Detaylar İçin Tıklayınız";"http://www.k-anm.com";"k-anm.com";""
"Tire TOSBİ İzmir OSB";"AREL AHŞAP MOB.PLAS.DOĞ.SAN.TİC.LTD.ŞTİ. Detaylar İçin Tıklayınız";"";"";""
"Tire TOSBİ İzmir OSB";"ARİF ÖZALP-ÖZSAN TARIM MAK. Detaylar İçin Tıklayınız";"http://www.ozsantarim.com.tr";"ozsantarim.com.tr";""
"Tire TOSBİ İzmir OSB";"ARTCO TARIM MAKİNALARI SAN. TİC. LTD. ŞTİ. Detaylar İçin Tıklayınız";"https://www.artco.com.tr";"artco.com.tr";""
"Tire TOSBİ İzmir OSB";"ATAK KALIP İSKELE SAN. ve TİC. LTD .ŞTİ. Detaylar İçin Tıklayınız";"https://atakkalip.com.tr";"atakkalip.com.tr";""
"Tire TOSBİ İzmir OSB";"ATLAS-ENTA DİŞ. SAN. ve TİC. A.Ş. Detaylar İçin Tıklayınız";"https://www.atlas-enta.com.tr";"atlas-enta.com.tr";""
"Tire TOSBİ İzmir OSB";"B BEMCHİMMO GIDA SAN. ve TİC. A.Ş. Detaylar İçin Tıklayınız";"";"";""
"Tire TOSBİ İzmir OSB";"BALIKESİR YEM SAN. ve TİC. A.Ş. Detaylar İçin Tıklayınız";"http://www.balyem.com";"balyem.com";""
"Tire TOSBİ İzmir OSB";"BAREM AMBALAJ SAN. ve TİC. A.Ş. Detaylar İçin Tıklayınız";"https://www.baremambalaj.com";"baremambalaj.com";""
"Tire TOSBİ İzmir OSB";"BATIBETON SANAYİ A.Ş. Detaylar İçin Tıklayınız";"http://www.batibeton.com.tr";"batibeton.com.tr";""
"Tire TOSBİ İzmir OSB";"BOĞAZİÇİ KAYNAKLI BORU BAĞ. PRÇ. SAN. ve TİC. LTD. ŞTİ. Detaylar İçin Tıklayınız";"";"";""
"Tire TOSBİ İzmir OSB";"BOYACIOĞULLARI ÖMÜR SÜT ÜRÜN.TİC.ve SAN.LTD.ŞTİ. Detaylar İçin Tıklayınız";"http://www.boyaciogullaricom";"boyaciogullaricom";""
"Tire TOSBİ İzmir OSB";"BOZZETTO KİMYA SAN.TİC. A.Ş. Detaylar İçin Tıklayınız";"http://bozzetto.com.tr";"bozzetto.com.tr";""
"Tire TOSBİ İzmir OSB";"CARAN KİMYA SAN. ve TİC. LTD. ŞTİ. Detaylar İçin Tıklayınız";"https://www.carankimya.com";"carankimya.com";""
"Tire TOSBİ İzmir OSB";"CARIA HOOKAH PLASTİK METAL CAM İTH. İHR. SAN. TİC. LTD. ŞTİ. Detaylar İçin Tıklayınız";"";"";""
"Tire TOSBİ İzmir OSB";"DALAN YAĞ END.A.Ş Detaylar İçin Tıklayınız";"https://www.dalan.com.tr";"dalan.com.tr";""
"Tire TOSBİ İzmir OSB";"DEFNE TARIM HAY. GIDA ÜR.TİC.A.Ş. Detaylar İçin Tıklayınız";"http://www.defnetarim.com";"defnetarim.com";""
"Tire TOSBİ İzmir OSB";"DİNAMİK ISI ve MAK.YALITIM MALZ. SAN. ve TİC. A.Ş. Detaylar İçin Tıklayınız";"https://www.dinamik-izmir.com";"dinamik-izmir.com";""
"Tire TOSBİ İzmir OSB";"DİNAMİK MOTOR REDÜKTÖR SAN. ve TİC. A.Ş. Detaylar İçin Tıklayınız";"https://www.dgmr.com.tr";"dgmr.com.tr";""
"Tire TOSBİ İzmir OSB";"DİSERA TIBBİ MALZ. SAN. ve TİC. A.Ş. Detaylar İçin Tıklayınız";"https://www.disera.com.tr";"disera.com.tr";""
"Tire TOSBİ İzmir OSB";"DÖHLER EGE GIDA SAN. A.Ş. Detaylar İçin Tıklayınız";"http://htpps://www.doehler.com";"htpps";""
"Tire TOSBİ İzmir OSB";"DR. SCHUMACHER KİMYA SAN. ve TİC. A.Ş. Detaylar İçin Tıklayınız";"http://htpps://www.schumacher-online.com";"htpps";""
"Tire TOSBİ İzmir OSB";"DRYFF KURUTULMUŞ GIDA SAN. A.Ş. Detaylar İçin Tıklayınız";"https://www.dryff.com";"dryff.com";""
