Okul Adı;Şehir;Kategori;Telefon;Web Sitesi;Domain;Adres
ESKİŞEHİR ÇAĞDAŞ (ESBAV) İLKÖĞRETİM OKULU;Eskişehir;İlköğretim;0 222 310 00 80;https://www.ozelcagdas.k12.tr/;ozelcagdas.k12.tr;Ertuğrulgazi Mahallesi Görsem Sokak No:1 Tepebaşı / ESKİŞEHİR
ESKİŞEHİR ÇAĞDAŞ (ESBAV) LİSESİ;Eskişehir;Lise;0 222 310 00 80;https://www.ozelcagdas.k12.tr;ozelcagdas.k12.tr;Ertuğrulgazi Mahallesi Görsem Sokak No:1 Tepebaşı / ESKİŞEHİR
ESKİŞEHİR ÇAĞDAŞ (ESBAV) ORTAOKULU;Eskişehir;Ortaokul;0 222 310 00 80;https://www.ozelcagdas.k12.tr/;ozelcagdas.k12.tr;Ertuğrulgazi Mahallesi Görsem Sokak No:1 Tepebaşı / ESKİŞEHİR
EVRE KOLEJİ;Mersin;Ortaokul;0 850 888 99 33;https://evrekoleji.com/;evrekoleji.com;Akkent Mah. 23119 Sokak A Blok No: 1/A Yenişehir/MERSİN
EVRE KOLEJİ;Mersin;Okul Öncesi;0 850 888 99 33;https://evrekoleji.com/;evrekoleji.com;Akkent Mah. 23119 Sokak A Blok No: 1/A Yenişehir/MERSİN
EVRE KOLEJİ;Mersin;İlköğretim;0 850 888 99 33;https://evrekoleji.com/;evrekoleji.com;Akkent Mah. 23119 Sokak A Blok No: 1/A Yenişehir/MERSİN
EVRENSEL OKULLARI ANADOLU LİSESİ;Ankara;Lise;03122865746;http://www.evrenselkolej.k12.tr;evrenselkolej.k12.tr;ÇUKURAMBAR MAH. ÖĞRETMENLER CADDE NO:18
EVRENSEL OKULLARI FEN LİSESİ;Ankara;Lise;0312286574;http://www.evrenselkolej.k12.tr;evrenselkolej.k12.tr;ÇUKURAMBAR MAH. ÖĞRETMENLER CADDESİ NO:18
EVRENSEL OKULLARI İLKOKULU;Ankara;İlköğretim;0312286574;http://www.evrenselkolej.k12.tr;evrenselkolej.k12.tr;ÇUKURAMBAR MAH. ÖĞRETMENLER CADDESİ NO:18
EVRENSEL OKULLARI ORTAOKULU;Ankara;Ortaokul;03122865748;http://www.evrenselkolej.k12.tr;evrenselkolej.k12.tr;ÇUKURAMBAR MAH. ÖĞRETMENLER CADDESİ NO:18
EVRİM OKULLARI İLKOKULU;İstanbul;İlköğretim;02122313431;http://www.evrim.k12.tr;evrim.k12.tr;CUMHURİYET MAH KAZIM ORBAY CADDESİ NO:15 BOMONTİ ŞİŞLİ / İSTANBUL
EVRİM OKULLARI ORTAOKULU;İstanbul;Ortaokul;02122313431;http://www.evrim.k12.tr;evrim.k12.tr;CUMHURİYET MAH KAZIM ORBAY CADDESİ NO:15 BOMONTİ ŞİŞLİ / İSTANBUL
EYÜBOĞLU EĞİTİM KURUMLARI BATI ATAŞEHİR ANAOKULU;İstanbul;Okul Öncesi;02165221288;http://www.eyuboglu.k12.tr;eyuboglu.k12.tr;BARBAROS MAHALLESİ GELİNCİK SOKAK NO: 1/1A 34746 BATI ATAŞEHİR / İSTANBUL
EYÜBOĞLU EĞİTİM KURUMLARI ÇAMLICA KAMPÜSÜ    İLKOKULU;İstanbul;İlköğretim;0 216 522 12 12;http://www.eyuboglu.k12.tr;eyuboglu.k12.tr;ESENEVLER MH. DR. RÜSTEM EYÜBOĞLU SK. NO:1 34762 ÜMRANİYE / İSTANBUL
EYÜBOĞLU EĞİTİM KURUMLARI ÇAMLICA KAMPÜSÜ ORTAOKULU;İstanbul;Ortaokul;0 216 522 12 12;http://www.eyuboglu.k12.tr;eyuboglu.k12.tr;ESENEVLER MH. DR. RÜSTEM EYÜBOĞLU SK. NO:1 34762 ÜMRANİYE / İSTANBUL
EYÜBOĞLU EĞİTİM KURUMLARI ERENKÖY ANAOKULU;İstanbul;Okul Öncesi;0 216 522 12 93;http://www.eyuboglu.k12.tr;eyuboglu.k12.tr;DR. NEŞET USMAN SK. NO:1 34738 ERENKÖY / İSTANBUL
EYÜBOĞLU KOLEJİ;İstanbul;Lise;02165221212;http://www.eyuboglu.k12.tr;eyuboglu.k12.tr;ESENEVLER MH. DR. RÜSTEM EYÜBOĞLU SK. NO:1 34762 ÜMRANİYE / İSTANBUL
EZGİLİLER EĞİTİM KURUMLARI İLKOKULU;Samsun;İlköğretim;05336876504;http://ezgililer.k12.tr;ezgililer.k12.tr;KUŞCULU MAH. 1728 SOK. NO:6 İLKADIM/SAMSUN
EZGİLİLER EĞİTİM KURUMLARI ORTAOKULU;Samsun;Ortaokul;05336876504;http://ezgililer.k12.tr;ezgililer.k12.tr;KUŞCULU MAH. 1728 SOK. NO:6 İLKADIM/SAMSUN
FATİH OKYANUS KOLEJİ ANADOLU LİSESİ;İstanbul;Lise;02125211999;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;KARAGÜMRÜK MAH. KALEBOYU CAD. ÖZEL FATİH OKYANUS KOLEJİ BLOK NO: 39 İÇ KAPI NO: 1
FATİH OKYANUS KOLEJİ ANAOKULU;İstanbul;Okul Öncesi;02125211999;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;KARAGÜMRÜK MAH. KALEBOYU CAD. ÖZEL FATİH OKYANUS KOLEJİ BLOK NO: 39 İÇ KAPI NO: 1
FATİH OKYANUS KOLEJİ İLKOKULU;İstanbul;İlköğretim;02125211999;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;KARAGÜMRÜK MAH. KALEBOYU CAD. ÖZEL FATİH OKYANUS KOLEJİ BLOK NO: 39 İÇ KAPI NO: 1
FATİH OKYANUS KOLEJİ ORTAOKULU;İstanbul;Ortaokul;02125211999;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;KARAGÜMRÜK MAH. KALEBOYU CAD. ÖZEL FATİH OKYANUS KOLEJİ BLOK NO: 39 İÇ KAPI NO: 1
FAZİLET EĞİTİM KURUMLARI  İSTANBUL FEN LİSESİ;İstanbul;Lise;0 216 553 17 64;www.ilimfaziletvakfi.org.tr/;ilimfaziletvakfi.org.tr;KURUÇEŞME SELAMİ ALİ MAH. KATİP ÇELEBİ SOK.   FAZİLET ÇIKMAZI    NO:1
FAZİLET EĞİTİM KURUMLARI  ÜSKÜDAR BAĞLARBAŞI ANADOLU LİSESİ;İstanbul;Lise;0 216 553 17 64;www.ilimfaziletvakfi.org.tr/;ilimfaziletvakfi.org.tr;KURUÇEŞME SELAMİ ALİ MAH. KATİP ÇELEBİ SOK.   FAZİLET ÇIKMAZI    NO:1
FAZİLET EĞİTİM KURUMLARI  ÜSKÜDAR İLKOKULU;İstanbul;İlköğretim;2 165 531 76 4_;www.ilimfaziletvakfi.org.tr/;ilimfaziletvakfi.org.tr;KURUÇEŞME SELAMİ ALİ MAH. KATİP ÇELEBİ SOK.   FAZİLET ÇIKMAZI    NO:1
FAZİLET EĞİTİM KURUMLARI  ÜSKÜDAR ORTAOKULU;İstanbul;Ortaokul;0 551 934 13 93;www.ilimfaziletvakfi.org.tr/;ilimfaziletvakfi.org.tr;KURUÇEŞME SELAMİ ALİ MAH. KATİP ÇELEBİ SOK. FAZİLET ÇIKMAZI NO:1 ÜSKÜDAR / İSTANBUL
FEN BİLİMLERİ OKULLARI;İstanbul;Okul Öncesi;0 533 954 70 75;https://www.fenbilimleri.com/;fenbilimleri.com;Küçükbakkalköy Mh. Atilla İlhan Cd. No. 34 Ataşehir / İstanbul
FEN BİLİMLERİ OKULLARI;İstanbul;İlköğretim;0 533 954 70 75;https://www.fenbilimleri.com/;fenbilimleri.com;Küçükbakkalköy Mh. Atilla İlhan Cd. No. 34 Ataşehir / İstanbul
FEN BİLİMLERİ OKULLARI;İstanbul;Ortaokul;0 533 954 70 75;https://www.fenbilimleri.com/;fenbilimleri.com;Küçükbakkalköy Mh. Atilla İlhan Cd. No. 34 Ataşehir / İstanbul
FEN KOLEJİ İLKOKULU;İstanbul;İlköğretim;02164443466;www.fenkoleji.com;fenkoleji.com;POSTANE MAHALLESİ YALIBOYU CADDESİ HALİS BEY SK. NO:1 PK: 34940
FEN KOLEJİ ORTAOKULU;İstanbul;Ortaokul;02164443466;www.fenkoleji.com;fenkoleji.com;POSTANE MAHALLESİ YALIBOYU CADDESİ HALİS BEY SK. NO:1 PK: 34940
FERİKÖY ERMENİ İLKOKULU;İstanbul;İlköğretim;02122471042;http://www.feio.k12.tr/;feio.k12.tr;ÖZEL FERİKÖY ERMENİ İLK VE ORTA OKULU ÇOBANOĞLU SOK. 4-16 34377 FERİKÖY
FERİKÖY ERMENİ ORTAOKULU;İstanbul;Ortaokul;0 212 247 10 42;http://www.feio.k12.tr/;feio.k12.tr;ÖZEL FERİKÖY ERMENİ İLK VE ORTA OKULU ÇOBANOĞLU SOK. 4-16 34377 FERİKÖY
FETHİYE ATA İLKOKULU;Muğla;İlköğretim;2526126137;http://fethiyeata.k12.tr;fethiyeata.k12.tr;TAŞYAKA MAHALLESİ 236. SOKAK NO : 9
FETHİYE ATA ORTAOKULU;Muğla;Ortaokul;2526126137;http://fethiyeata.k12.tr;fethiyeata.k12.tr;TAŞYAKA MAHALLESİ 236. SOKAK NO : 9
FIRAT  ANADOLU LİSESİ;Şanlıurfa;Lise;05322081522;firatkoleji@hotmail.com;hotmail.com;KARSIYAKA MAH. 600. SOKAK NO:41 PK:63100 HALİLİYE/ŞANLIURFA
FIRAT İLKOKULU;Şanlıurfa;İlköğretim;05322081522;firatkoleji@hotmail.com;hotmail.com;KARSIYAKA MAH. DEDEOSMAN AVNİ CAD. ÖZEL FIRAT KOLEJİ SİTESİ NO: 42- İÇ KAPI NO: 1- HALİLİYE / ŞANLIURFA
FIRAT ORTAOKULU;Şanlıurfa;Ortaokul;0 532 208 15 22;firatkoleji@hotmail.com;hotmail.com;KARSIYAKA MAH. DEDEOSMAN AVNİ CAD. ÖZEL FIRAT KOLEJİ SİTESİ NO: 42- İÇ KAPI NO: 1- HALİLİYE / ŞANLIURFA
FİDOL ANAOKULU;İstanbul;Okul Öncesi;0 543 219 39 42;https://www.fidolokullari.com/;fidolokullari.com;Koşuyolu Mah. Mehmet Akfan Sokak No:65 Kadıköy / İstanbul
FİDOL İLKOKULU;İstanbul;İlköğretim;2165457500;http://www.fidolokullari.com/;fidolokullari.com;KOŞUYOLU MAH. MEHMET AKFAN SK. NO: 79, 34718
FİDOL ORTAOKULU;İstanbul;Ortaokul;0 543 219 39 42;0543 219 39 42;0.0.1.99;Koşuyolu Mah. Mehmet Akfan Sokak No:65 Kadıköy / İstanb
FİNAL GÖRÜKLE İLKOKULU;Bursa;İlköğretim;02244703070;http://www.finalokullari.com.tr/;finalokullari.com.tr;KURTULUŞ MAH. BARIŞ(510) CAD. OFİS/İŞYERİ BLOK NO: 9 İÇ KAPI NO: 1 NİLÜFER / BURSA
FİNAL GÖRÜKLE ORTAOKULU;Bursa;Ortaokul;02244703070;http://www.finalokullari.com.tr/;finalokullari.com.tr;KURTULUŞ MAH. BARIŞ(510) CAD. OFİS/İŞYERİ BLOK NO: 9 İÇ KAPI NO: 1 NİLÜFER / BURSA
FLORYA KOLEJİ  ANAOKULU;İstanbul;Okul Öncesi;02124256380;https://www.floryakoleji.k12.tr;floryakoleji.k12.tr;ŞENLİKKÖY KARAKOL KARŞISI FLORYA/İSTANBUL
FLORYA KOLEJİ ANADOLU LİSESİ;İstanbul;Lise;0 212 425 63 80;https://www.floryakoleji.k12.tr;floryakoleji.k12.tr;ŞENLİKKÖY KARAKOL KARŞISI FLORYA/İSTANBUL
FLORYA KOLEJİ FEN LİSESİ;İstanbul;Lise;0 212 425 63 80;https://www.floryakoleji.k12.tr;floryakoleji.k12.tr;ŞENLİKKÖY KARAKOL KARŞISI FLORYA/İSTANBUL
FLORYA KOLEJİ İLKOKULU;İstanbul;İlköğretim;02124256380;https://www.floryakoleji.k12.tr;floryakoleji.k12.tr;ŞENLİKKÖY KARAKOL KARŞISI FLORYA/İSTANBUL
FLORYA KOLEJİ ORTAOKULU;İstanbul;Ortaokul;02124256380;https://www.floryakoleji.k12.tr;floryakoleji.k12.tr;ŞENLİKKÖY KARAKOL KARŞISI FLORYA/İSTANBUL
FLORYA NEŞE ERBERK ANAOKULU;İstanbul;Okul Öncesi;02125402091;www.neşeerberkeğitimkurumları.com;xn--neeerberkeitimkurumlar-18c85bs1b.com;ŞENLİKKÖY MAHALLESİ ERTÜRK SOKAK NO:5/1
FMV ÖZEL AYAZAĞA IŞIK ANAOKULU;İstanbul;Okul Öncesi;02122861130;http://fmvisikokullari.k12.tr/frame.html;fmvisikokullari.k12.tr;PINAR MAH. BÜYÜKDERE CAD. NO: 194/3 SARIYER / İSTANBUL
FMV ÖZEL AYAZAĞA IŞIK FEN LİSESİ;İstanbul;Lise;0 549 368 00 24;"https://fmv.edu.tr/tr-TR/gelecek-isikla-parlar/10211?gad_source=1&amp;gad_campaignid=22529152552&amp;gbraid=0AAAAAqlGwm2TlWyKIiUWW-d7uEbuuZTBr&amp;gclid=Cj0KCQjwrZTRBhDSARIsAHidYfcubSLTvY6TqAMusDzV_piVn00uRQIVjXo2mNqNSe_HfIUD7rDVonIaAs2hEALw_wcB";fmv.edu.tr;PINAR MAH. BÜYÜKDERE CAD. NO: 194/3  SARIYER / İSTANBUL
FMV ÖZEL AYAZAĞA IŞIK İLKOKULU;İstanbul;İlköğretim;02122861130;http://fmvisikokullari.k12.tr/frame.html;fmvisikokullari.k12.tr;PINAR MAH. BÜYÜKDERE CAD. NO: 194/2  SARIYER / İSTANBUL
FMV ÖZEL AYAZAĞA IŞIK LİSESİ;İstanbul;Lise;0 549 368 00 24;"https://fmv.edu.tr/tr-TR/gelecek-isikla-parlar/10211?gad_source=1&amp;gad_campaignid=22529152552&amp;gbraid=0AAAAAqlGwm2TlWyKIiUWW-d7uEbuuZTBr&amp;gclid=Cj0KCQjwrZTRBhDSARIsAHidYfcubSLTvY6TqAMusDzV_piVn00uRQIVjXo2mNqNSe_HfIUD7rDVonIaAs2hEALw_wcB";fmv.edu.tr;PINAR MAH. BÜYÜKDERE CAD. NO: 194/3  SARIYER / İSTANBUL
FMV ÖZEL AYAZAĞA IŞIK ORTAOKULU;İstanbul;Ortaokul;0212286113;http://fmvisikokullari.k12.tr/frame.html;fmvisikokullari.k12.tr;PINAR MAH. BÜYÜKDERE CAD. NO: 194/2  SARIYER / İSTANBUL
FMV ÖZEL ERENKÖY IŞIK ANAOKULU;İstanbul;Okul Öncesi;02163853147;http://fmvisikokullari.k12.tr/frame.html;fmvisikokullari.k12.tr;19 MAYIS MAH. SİNAN ERCAN CAD. FMV EREN KÖY FEN LISESI GÜVENLIK BLOK NO: 19KADIKÖY / İSTANBUL
FMV ÖZEL ERENKÖY IŞIK FEN LİSESİ;İstanbul;Lise;0 216 385 31 47;"https://fmv.edu.tr/tr-TR/gelecek-isikla-parlar/10211?gad_source=1&amp;gad_campaignid=22529152552&amp;gbraid=0AAAAAqlGwm2TlWyKIiUWW-d7uEbuuZTBr&amp;gclid=Cj0KCQjwrZTRBhDSARIsAHidYfcubSLTvY6TqAMusDzV_piVn00uRQIVjXo2mNqNSe_HfIUD7rDVonIaAs2hEALw_wcB";fmv.edu.tr;19 MAYIS MAH. SİNAN ERCAN CAD. NO: 19/4  KADIKÖY / İSTANBUL
FMV ÖZEL ERENKÖY IŞIK İLKOKULU;İstanbul;İlköğretim;02163853147;http://fmvisikokullari.k12.tr/frame.html;fmvisikokullari.k12.tr;19 MAYIS MAH. SİNAN ERCAN CAD. NO: 19/4  KADIKÖY / İSTANBUL
FMV ÖZEL ERENKÖY IŞIK LİSESİ;İstanbul;Lise;0 216 385 31 47;"https://fmv.edu.tr/tr-TR/gelecek-isikla-parlar/10211?gad_source=1&amp;gad_campaignid=22529152552&amp;gbraid=0AAAAAqlGwm2TlWyKIiUWW-d7uEbuuZTBr&amp;gclid=Cj0KCQjwrZTRBhDSARIsAHidYfcubSLTvY6TqAMusDzV_piVn00uRQIVjXo2mNqNSe_HfIUD7rDVonIaAs2hEALw_wcB";fmv.edu.tr;19 MAYIS MAH. SİNAN ERCAN CAD. FMV EREN KÖY FEN LISESI BLOK NO: 19/4 KADIKÖY / İSTANBUL
FMV ÖZEL ERENKÖY IŞIK ORTAOKULU;İstanbul;Ortaokul;02163853147;http://fmvisikokullari.k12.tr/frame.html;fmvisikokullari.k12.tr;19 MAYIS MAH. SİNAN ERCAN CAD. NO: 19/4  KADIKÖY / İSTANBUL
FMV ÖZEL FLORYA IŞIK LİSESİ;İstanbul;Lise;0 212 233 12 03;"https://fmv.edu.tr/tr-TR/gelecek-isikla-parlar/10211?gad_source=1&amp;gad_campaignid=22529152552&amp;gbraid=0AAAAAqlGwm2TlWyKIiUWW-d7uEbuuZTBr&amp;gclid=Cj0KCQjwrZTRBhDSARIsAHidYfcubSLTvY6TqAMusDzV_piVn00uRQIVjXo2mNqNSe_HfIUD7rDVonIaAs2hEALw_wcB";fmv.edu.tr;Teşvikiye Cad. No:6 Nişantaşı / İSTANBUL
FMV ÖZEL ISPARTAKULE IŞIK ANAOKULU;İstanbul;Okul Öncesi;02126480975;http://fmvisikokullari.k12.tr/frame.html;fmvisikokullari.k12.tr;TAHTAKALE MAH. GAFFAR OKKAN CAD. 7. BLOK NO: 5 İÇ KAPI NO: 1 AVCILAR / İSTANBUL
FMV ÖZEL ISPARTAKULE IŞIK FEN LİSESİ;İstanbul;Lise;0 212 648 09 75;"https://fmv.edu.tr/tr-TR/gelecek-isikla-parlar/10211?gad_source=1&amp;gad_campaignid=22529152552&amp;gbraid=0AAAAAqlGwm2TlWyKIiUWW-d7uEbuuZTBr&amp;gclid=Cj0KCQjwrZTRBhDSARIsAHidYfcubSLTvY6TqAMusDzV_piVn00uRQIVjXo2mNqNSe_HfIUD7rDVonIaAs2hEALw_wcB";fmv.edu.tr;TAHTAKALE MAH. GAFFAR OKKAN CAD. NO: 5 / 7 BLOK NO: 1 AVCILAR / İSTANBUL
FMV ÖZEL ISPARTAKULE IŞIK İLKOKULU;İstanbul;İlköğretim;0212648097;http://fmvisikokullari.k12.tr/frame.html;fmvisikokullari.k12.tr;TAHTAKALE MAH. GAFFAR OKKAN CAD. NO: 5 / 7 BLOK NO: 1 AVCILAR / İSTANBUL
FMV ÖZEL ISPARTAKULE IŞIK LİSESİ;İstanbul;Lise;0 212 648 09 75;"https://fmv.edu.tr/tr-TR/gelecek-isikla-parlar/10211?gad_source=1&amp;gad_campaignid=22529152552&amp;gbraid=0AAAAAqlGwm2TlWyKIiUWW-d7uEbuuZTBr&amp;gclid=Cj0KCQjwrZTRBhDSARIsAHidYfcubSLTvY6TqAMusDzV_piVn00uRQIVjXo2mNqNSe_HfIUD7rDVonIaAs2hEALw_wcB";fmv.edu.tr;TAHTAKALE MAH. GAFFAR OKKAN CAD. NO: 5 / 7 BLOK NO: 1 AVCILAR / İSTANBUL
FMV ÖZEL ISPARTAKULE IŞIK ORTAOKULU;İstanbul;Ortaokul;02126480975;http://fmvisikokullari.k12.tr/frame.html;fmvisikokullari.k12.tr;TAHTAKALE MAH. GAFFAR OKKAN CAD. NO: 5 / 7 BLOK NO: 1 AVCILAR / İSTANBUL
FMV ÖZEL IŞIK İLKOKULU;İstanbul;İlköğretim;02122331203;http://fmvisikokullari.k12.tr/frame.html;fmvisikokullari.k12.tr;TEŞVİKİYE MAH. TEŞVİKİYE CAD. FEYZİYE MEKTEPLERİ IŞIK OKULLARI BLOK NO: 6 ŞİŞLİ / İSTANBUL
FMV ÖZEL IŞIK LİSESİ;İstanbul;Lise;0 212 233 12 03;"https://fmv.edu.tr/tr-TR/gelecek-isikla-parlar/10211?gad_source=1&amp;gad_campaignid=22529152552&amp;gbraid=0AAAAAqlGwm2TlWyKIiUWW-d7uEbuuZTBr&amp;gclid=Cj0KCQjwrZTRBhDSARIsAHidYfcubSLTvY6TqAMusDzV_piVn00uRQIVjXo2mNqNSe_HfIUD7rDVonIaAs2hEALw_wcB";fmv.edu.tr;TEŞVİKİYE MAH. TEŞVİKİYE CAD. FEYZİYE MEKTEPLERİ IŞIK OKULLARI BLOK NO: 6 ŞİŞLİ / İSTANBUL
FMV ÖZEL IŞIK ORTAOKULU;İstanbul;Ortaokul;02122331203;http://fmvisikokullari.k12.tr/frame.html;fmvisikokullari.k12.tr;TEŞVİKİYE MAH. TEŞVİKİYE CAD. FEYZİYE MEKTEPLERİ IŞIK OKULLARI BLOK NO: 6 ŞİŞLİ / İSTANBUL
FMV ÖZEL NİŞANTAŞI IŞIK ANAOKULU;İstanbul;Okul Öncesi;02122331203;http://fmvisikokullari.k12.tr/frame.html;fmvisikokullari.k12.tr;TEŞVİKİYE MAH. TEŞVİKİYE CAD. ÖZEL FMV IŞIK OKULLARI BLOK NO: 6 ŞİŞLİ / İSTANBUL
FONO KOLEJİ İLKOKULU;İstanbul;İlköğretim;02126419900;http://www.fonokoleji.k12.tr/;fonokoleji.k12.tr;ABDURRAHMAN NAFİZ GÜRMAN MAHALLESİ.GÜNDOĞGU SOK..NO:47 MERTER İSTANBUL
FONO KOLEJİ ORTAOKULU;İstanbul;Ortaokul;02126419900;http://www.fonokoleji.k12.tr/;fonokoleji.k12.tr;ABDURRAHMAN NAFİZ GÜRMAN MAHALLESİ.GÜNDOĞGU SOK..NO:47 MERTER İSTANBUL
GALİLEO GALİLEİ İTALYAN LİSESİ;İstanbul;Lise;0 212 212 12 12;https://www.galileilisesi.k12.tr/;galileilisesi.k12.tr;Kuloğlu, Turnacıbaşı Cd. No:20, 34433 Beyoğlu/İstanbul
GAZİANTEP KOLEJ VAKFI ANADOLU LİSESİ;Gaziantep;Lise;03423210100;http://www.gkv.k12.tr/;gkv.k12.tr;GÜVENEVLER MH. HOCA AHMET YESEVİ CADDESİ NO: 2 ŞEHİTKAMİL/G.ANTEP
GAZİANTEP KOLEJ VAKFI FEN LİSESİ;Gaziantep;Lise;03423210100;http://www.gkv.k12.tr/;gkv.k12.tr;GÜVENEVLER MH. HOCA AHMET YESEVİ CADDESİ NO: 2 ŞEHİTKAMİL/G.ANTEP
GAZİANTEP KOLEJ VAKFI İLKOKULU;Gaziantep;İlköğretim;03423210100;http://www.gkv.k12.tr/;gkv.k12.tr;GÜVENEVLER MH. HOCA AHMET YESEVİ CADDESİ NO: 2 ŞEHİTKAMİL/G.ANTEP
GAZİANTEP KOLEJ VAKFI ORTAOKULU;Gaziantep;Ortaokul;03423210100;http://www.gkv.k12.tr/;gkv.k12.tr;GÜVENEVLER MH. HOCA AHMET YESEVİ CADDESİ NO: 2 ŞEHİTKAMİL/G.ANTEP
GAZİANTEP KOLEJİ VAKFI ANAOKULU;Gaziantep;Okul Öncesi;03423210100;http://www.gkv.k12.tr/;gkv.k12.tr;GÜVENEVLER MAH. HOCA AHMET YESEVİ CAD.  ŞEHİTKAMİL / GAZİANTEP
GAZİANTEP KOLEJİ VAKFI CEMİL ALEVLİ OKULU;Gaziantep;Milletlerarası Okul;03423210100;http://www.gkv.k12.tr/;gkv.k12.tr;GÜVENEVLER MAH. HOCA AHMET YESEVİ CAD.  ŞEHİTKAMİL / GAZİANTEP
GEBZE ÖZELSİN  ANAOKULU;Kocaeli;Okul Öncesi;02626460444;http://ozelsinkoleji.com/;ozelsinkoleji.com;TATLIKUYU MAH. AHMET PEMBEGÜLLÜ BUL. NO:79/1
GEBZE ÖZELSİN FEN VE TEKNOLOJİ LİSESİ;Kocaeli;Lise;02626460444;http://ozelsinkoleji.com/;ozelsinkoleji.com;TATLIKUYU MAH. AHMET PEMBEGÜLLÜ BUL. NO:79/1
GEBZE ÖZELSİN İLKOKULU;Kocaeli;İlköğretim;02626460444;http://ozelsinkoleji.com/;ozelsinkoleji.com;TATLIKUYU MAH. AHMET PEMBEGÜLLÜ BUL. NO:79/1 GEBZE-KOCAELİ
GEBZE ÖZELSİN ORTAOKULU;Kocaeli;Ortaokul;02626460444;http://ozelsinkoleji.com/;ozelsinkoleji.com;TATLIKUYU MAH. AHMET PEMBEGÜLLÜ BUL. NO:79/1 GEBZE-KOCAELİ
GELECEK KOLEJİ;Mersin;Okul Öncesi;0 850 307 03 33;https://www.gelecekstore.com/;gelecekstore.com;Merkez Mah., Eskiköy Cd. No:35, 33330 Mezitli/Mersin
GELECEK KOLEJİ;Mersin;İlköğretim;0 850 307 03 33;https://www.gelecekstore.com/;gelecekstore.com;Merkez Mah., Eskiköy Cd. No:35, 33330 Mezitli/Mersin
GELECEK KOLEJİ;Mersin;Ortaokul;0 850 307 03 33;https://www.gelecekstore.com/;gelecekstore.com;Merkez Mah., Eskiköy Cd. No:35, 33330 Mezitli/Mersin
GELECEK KOLEJİ;Mersin;Lise;0 850 307 03 33;https://www.gelecekstore.com/;gelecekstore.com;Merkez Mah., Eskiköy Cd. No:35, 33330 Mezitli/Mersin
GEN OKULLARI  BEYLİKDÜZÜ İLKOKULU;İstanbul;İlköğretim;02165947610;http://www.sevinckoleji.com;sevinckoleji.com;ÇAMLIK MAHALLESİ ZERRİN SOKAK NO:27 ÜMRANİYE/İSTANBUL
GEN OKULLARI BEYLİKDÜZÜ ANAOKULU;İstanbul;Okul Öncesi;02165947610;http://www.sevinckoleji.com;sevinckoleji.com;ÇAMLIK MAHALLESİ ZERRİN SOKAK NO:27 ÜMRANİYE/İSTANBUL
GEN OKULLARI BEYLİKDÜZÜ ORTAOKULU;İstanbul;Ortaokul;02165947610;http://www.sevinckoleji.com;sevinckoleji.com;ÇAMLIK MAHALLESİ ZERRİN SOKAK NO:27 ÜMRANİYE/İSTANBUL
GÜNEŞLİ OKYANUS KOLEJİ ANAOKULU;İstanbul;Okul Öncesi;02125151011;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;BAĞLAR MAH. ATATÜRK CAD. NO:34 GÜNEŞLİ - İSTANBUL
GÜNEŞLİ OKYANUS KOLEJİ İLKOKULU;İstanbul;Okul Öncesi;02125151011;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;BAĞLAR MAH. ATATÜRK CAD. NO:34 GÜNEŞLİ - İSTANBUL
GÜNEŞLİ OKYANUS KOLEJİ ORTAOKULU;İstanbul;Okul Öncesi;02125151011;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;BAĞLAR MAH. ATATÜRK CAD. NO:34 GÜNEŞLİ - İSTANBUL
GÜNEŞLİ VATAN ANADOLU LİSESİ;İstanbul;Lise;02125501878;www.vatanokullari.com;vatanokullari.com;KOÇMAN CAD. NO:2 GÜNEŞLİ
GÜNEY GELİŞİM ANADOLU LİSESİ;Mersin;Lise;03244732534;http://www.guneygelisim.k12.tr;guneygelisim.k12.tr;GÖKÇEBELEN MAH. 29. CAD. NO:4/ABC
GÜNEY GELİŞİM ANAOKULU;Mersin;Okul Öncesi;03244732534;www.guneygelisim.k12.tr;guneygelisim.k12.tr;GÖKÇEBELEN MAH. 29. CAD. NO:4/ABC
GÜNEY GELİŞİM İLKOKULU;Mersin;İlköğretim;03244732534;http://www.guneygelisim.k12.tr;guneygelisim.k12.tr;GÖKÇEBELEN MAH. 29. CAD. NO:4/ABC
GÜNEY GELİŞİM ORTAOKUL;Mersin;Ortaokul;03244732534;http://www.guneygelisim.k12.tr;guneygelisim.k12.tr;GÖKÇEBELEN MAH. 29. CAD. NO:4/ABC
HALKALI OĞUZKAAN KOLEJİ ANAOKULU;İstanbul;Okul Öncesi;02124700419;https://www.oguzkaankoleji.com;oguzkaankoleji.com;ATAKENT 231.SOKAK NO:6 KÜÇÜKÇEKMECE/İSTANBUL
