Firma Adı;Parsel Durumu;Ada/Bölge;Sektör;Telefon;E-Posta;Web Sitesi;Domain;Adres
Makparsan End.Otom.San. Ve Tic.Ltd.Şti.;Tahsisli;5;Otomotiv Yedek Parça;3323554044;bilgi@makparsan.com.tr;www.makparsan.com.tr;makparsan.com.tr;Büyükkayacık Osb Mah, 511 Nolu Sokak, No: 5
Makrovit Hayvan Besleme Teknolojileri San. Ve Tic.a.ş.;Tahsisli;5;Yem ve Tohumculuk;;;;;Büyükkayacık Osb Mah, 509 Nolu Sokak, No: 5
Marka Unlu Mamülleri A.ş.;Ön Tahsisli;6;Gıda;;1info@zkcgrup.com;;;
Medikal 2000 Tıbbi Cihazlar İler.Tek.San.Tic.A.Ş.;Tahsisli;2;Sağlık ve Medikal	;3322391080;bilgi@medikal2000.com.tr;;;Büyükkayacık Osb Mah, Küçükyıldız Sokak, No: 4
Megapart Otomotiv Makina Metal San.Tic.Ltd.Şti.;Kiracı;2;Otomotiv Yedek Parça;3322020006;halil.aktas@mega-part.com.tr;;;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 49
Mehmet Çevik;Ön Tahsisli;6;Gıda;3323215124;2cevikmehmet@hotmail.com;;;
Mehmet Erdiren Dişli Mak.san. Ve Tic.ltd.şti.;Kiracı;3;Diğer;3322392264;info@moergear.com;www.moergear.com;moergear.com;Büyükkayacık Osb Mah, Vali İhsan Dede Caddesi, No: 8
Mehmet Konsan Makina İmalat San. Ve Tic.ltd.şti.;Ön Tahsisli;6;Hidrolik;5326589482;1muhasebe@hydrotime.com.tr;;;
Mehmet Makina Sanayi Ticaret A.ş.;Tahsisli;4;Makina;3325022002;info@memet.com;www.memet.com;memet.com;Büyükkayacık Osb Mah, 418 Nolu Sokak, No: 5
Mehmet Özdemir;Ön Tahsisli;6;Diğer;;;;;
Mehmet Özen Makina San.Ve Tic.Ltd.Şti.;Kiracı;3;Makina;4446936;info@ozenkompresor.com.tr;www.ozenkompresor.com.tr;ozenkompresor.com.tr;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 4
Mehmet Ramazan Yekebaş Ambalaj San.tic.ltd.şti;Kiracı;2;Ambalaj ve Paketleme;3322390093;aliyekebas@mehmetyekebasambalaj.com.tr;www.mehmetyekebasambalaj.com.tr;mehmetyekebasambalaj.com.tr;Büyükkayacık Osb Mah, Işıktepe Sokak, No: 6
Mehmet Temel Boya Kimya Otm. San. Ve Tic.ltd.şti.;Ön Tahsisli;6;Boya;3322384116;2ali.temel@temelticaret.com.tr;;;
Mekpan Panel A.ş.;Tahsisli;3;Yapı - İnşaat Malzemeleri;3322392144;info@mekpanpanel.com;;;Büyükkayacık Osb Mah, 7 Nolu Sokak, No: 11
Mekpan Panel A.ş.;Tahsisli;3;Yapı - İnşaat Malzemeleri;3322392144;info@mekpanpanel.com;;;Büyükkayacık Osb Mah, 7 Nolu Sokak, No: 12
Melsa Metal Makina San. Ve Tic.ltd.şti.;Tahsisli;6;Metal;;1muhasebe@melsalazer.com;;;Büyükkayacık Osb Mah, 620 Nolu Sokak, No: 1
Memak Plastik Gıda Makina San.tic.a.ş.;Tahsisli;5;Makina;4447546;satis@memak.com;;;Büyükkayacık Osb Mah, 515 Nolu Sokak, No: 4
Meplin Piston Gömlek Seg.San.Ve Tic.Ltd.Şti.;Tahsisli;3;Otomotiv Yedek Parça;3322390474;finans@pistonsan.com.tr;https://meplinpiston.com;meplinpiston.com;Büyükkayacık Osb Mah, 14 Nolu Sokak, No: 3
Mepsan Petrol Cihazları San.ve Tic.a.ş.;Kiracı;3;İmalat;3322390101;mepsan@mepsan.com.tr;;;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 22
Mepsan Petrol Cihazları San.ve Tic.a.ş.;Kiracı;3;İmalat;3322390101;mepsan@mepsan.com.tr;;;Büyükkayacık Osb Mah, 7 Nolu Sokak, No: 28
Mepsan Petrol Cihazları San.ve Tic.a.ş.;Tahsisli;3;İmalat;3322390101;mepsan@mepsan.com.tr;;;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 24
Meridyen Alternatif Yakıt Sistemleri A.ş.;Tahsisli;6;İmalat;3322392552;info@meridyenlpg.com;www.steplpg.com;steplpg.com;
Meridyen Alternatif Yakıt Sistemleri A.ş.;Tahsisli;4;İmalat;3322392552;info@meridyenlpg.com;www.steplpg.com;steplpg.com;Büyükkayacık Osb Mah, 410 Nolu Sokak, No: 3
Mesa Mak.döküm Gıda San.ve Tic.a.ş.;Tahsisli;3;Otomotiv Yedek Parça;3322391872;bilgi@mesamakina.com.tr;www.mesamakina.com.tr;mesamakina.com.tr;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 5
Metalon Çelik San.Ve Tic.A.Ş.;Kiracı;2;Döküm;3325020610;info@metalon.com.tr;;;Büyükkayacık Osb Mah, İnsu Sokak, No: 2
Metalon Çelik San.Ve Tic.A.Ş.;Kiracı;2;Döküm;3325020610;info@metalon.com.tr;;;Büyükkayacık Osb Mah, İnsu Sokak, No: 4
Metax Otomotiv A.ş.;Kiracı;3;Otomotiv Yedek Parça;3325028704;info@metaxparts.com;;;Büyükkayacık Osb Mah, 7 Nolu Sokak, No: 7
Metax Otomotiv A.ş.;Tahsisli;6;Otomotiv Yedek Parça;3325028704;info@metaxparts.com;;;Büyükkayacık Osb Mah, 603 Nolu Sokak, No: 34
Meteor Boya Kimya Tekstil Amb.San.Ve Tic.Ltd.Şti.;Tahsisli;4;Boya;3322930974;info@meteorboya.com;www.meteorboya.com;meteorboya.com;Büyükkayacık Osb Mah, 412 Nolu Sokak, No: 5
Mevlüt Ceylan Metal Dişli Makine Otomotiv Nakliyat San. Ve Tic.ltd.şti.;Tahsisli;4;İmalat;3323451346;bilgi@mevlutceylan.com.tr;;;Büyükkayacık Osb Mah, 405 Nolu Sokak, No: 4
Mevlüt Ceylan Metal Dişli Makine Otomotiv Nakliyat San. Ve Tic.ltd.şti.;Tahsisli;6;İmalat;3323451346;bilgi@mevlutceylan.com.tr;;;
Meykon Nakliyat Otomotiv Müteahhitlik Hizmetleri San.tic.paz.ltd.şti.;Tahsisli;6;Otomotiv Yedek Parça;;;;;Büyükkayacık Osb Mah, 607 Nolu Sokak, No: 4
Mink Tekstil San.Tic.A.Ş.;Tahsisli;3;Tekstil;3322390606;i.gurses@mink.com.tr;www.mink.com.tr;mink.com.tr;Büyükkayacık Osb Mah, Vali İhsan Dede Caddesi, No: 3
Mks Metalurji Plastik Kablo Metal Mak.San.Ve Tic.Ltd.Şti.;Tahsisli;2;Elektrik - Elektronik ve Enerji;3322391030;info@mkskablo.com;www.mkskablo.com;mkskablo.com;Büyükkayacık Osb Mah, Işıktepe Sokak, No: 13
Mlb Petrol Cih.mak.tur.san.ve Tic.a.ş.;Tahsisli;5;Diğer;3322390101;mepsan@mepsan.com.tr;https://mepsan.com.tr;mepsan.com.tr;Büyükkayacık Osb Mah, 502 Nolu Sokak, No: 1
Mofem Makina San.ve Tic.ltd.şti.;Kiracı;3;Tarım Makinaları;3322392139;mofemmakina@hotmail.com;www.mofemmakina.com;mofemmakina.com;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 13
Mogesan Motor Gömlek Piston San.Tic.Ltd.Şti.;Tahsisli;2;Otomotiv Yedek Parça;3322390220;info@mogesan.com;www.mogesan.com;mogesan.com;Büyükkayacık Osb Mah, Evrenköy Caddesi, No: 2
Molino Makina Sanayi Ve Ticaret A.Ş.;Tahsisli;2;Makina;3322390950;molino@molino.com.tr;https://molino.com.tr;molino.com.tr;Büyükkayacık Osb Mah, Evrenköy Caddesi, No: 10
Moniva Otomotiv Ve Gıda San.Tic.A.Ş.;Kiracı;2;Otomotiv Yedek Parça;3322390305;muhasebe@moniva.com.tr;www.moniva.com.tr;moniva.com.tr;Büyükkayacık Osb Mah, Küçükyıldız Sokak, No: 6
Morçelik Çelik Döküm San.Ve Tic.A.Ş.;Tahsisli;3;Döküm;3322489300;morcelik@morcelik.com.tr;www.morcelik.com.tr;morcelik.com.tr;Büyükkayacık Osb Mah, 15 Nolu Sokak, No: 1
Mosaş Akıllı Ulaşım Teknolojileri A.ş.;Kiracı;4;Elektrik - Elektronik;3323450601;mosas@mosas.com.tr;;;Büyükkayacık Osb Mah, 422 Nolu Sokak, No: 13
Motus Otomotiv Makina Ve Metalurji San. Ve Tic.a.ş.;Tahsisli;3;Otomotiv Yedek Parça;3322392000;info@motuscompany.com;www.motuscompany.com;motuscompany.com;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 37
Motus Otomotiv Makina Ve Metalurji San. Ve Tic.a.ş.;Tahsisli;6;Otomotiv Yedek Parça;3322392000;info@motuscompany.com;www.motuscompany.com;motuscompany.com;
Movus Lojistik Yatırım A.ş.;Kiracı;4;Kağıt ve Kağıt Ürünleri;;;;;Büyükkayacık Osb Mah, 422 Nolu Sokak, No: 4-1
Mpg Makina Prodüksiyon Grubu Mak.İml.San.Tic.A.Ş.;Tahsisli;2;Vinç Makinaları;3322391212;hkara@mpg.com.tr;www.mpg.com.tr;mpg.com.tr;Büyükkayacık Osb Mah, Evrenköy Caddesi, No: 14
Mrt Döküm Malzemeleri Metalurji Hurdacılık Nakliyat Sanayi Ve Ticaret Limited Şirketi;Tahsisli;6;İmalat;3322516869;info@mrtdokum.com;https://www.mrtdokum.com;mrtdokum.com;
Mrt Döküm Malzemeleri Metalurji Hurdacılık Nakliyat Sanayi Ve Ticaret Limited Şirketi;Tahsisli;2;İmalat;3322516869;info@mrtdokum.com;https://www.mrtdokum.com;mrtdokum.com;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 13
Ms Dorse Treyler Ekip.san.tic.ltd.şti.;Kiracı;3;Dorse - Damper - Treyler;;muhasebe@msdorse.com;https://msdorse.com/tr;msdorse.com;Büyükkayacık Osb Mah, 18 Nolu Sokak, No: 16
Msv Ambalaj Makine Geri Dönüşüm San. Ve Tic.ltd.şti.;Kiracı;3;Ambalaj ve Paketleme;3325022229;msvambalaj@gmail.com;;;Büyükkayacık Osb Mah, 13 Nolu Sokak, No: 3
Mtd Otomotiv San. Ve Tic.ltd.şti.;Ön Tahsisli;6;Otomotiv Yedek Parça;;1dundardogan@yahoo.com;;;
Mthan Çelik Anonim Şirketi;Tahsisli;5;Diğer;3323252211;tezcan@mustafatezcanmimarlik.com;;;Büyükkayacık Osb Mah, 509 Nolu Sokak, No: 8
Muammer Koçak Mak. İnş. Enerji San. Ve Tic. Ltd. Şti.;Kiracı;3;Metal;3322392111;kocak@kocakmetalurji.com.tr;;;Büyükkayacık Osb Mah, Kuddusi Caddesi, No: 22
Muammer Pırlanta Dingil Döküm Oto Yedek Parça İml.san. Ve Tic.a.ş.;Tahsisli;5;Otomotiv Yedek Parça;3322392212;ahmet@muammerpirlanta.com.tr;www.muammerpirlanta.com.tr;muammerpirlanta.com.tr;Büyükkayacık Osb Mah, 512 Nolu Sokak, No: 6
Muammer Pırlanta Dingil Döküm Oto Yedek Parça İml.san. Ve Tic.a.ş.;Tahsisli;3;Otomotiv Yedek Parça;3322392212;ahmet@muammerpirlanta.com.tr;www.muammerpirlanta.com.tr;muammerpirlanta.com.tr;Büyükkayacık Osb Mah, Vali İhsan Dede Caddesi, No: 12
Muammer Pırlanta Dingil Döküm Oto Yedek Parça İml.san. Ve Tic.a.ş.;Tahsisli;2;Otomotiv Yedek Parça;3322392212;ahmet@muammerpirlanta.com.tr;www.muammerpirlanta.com.tr;muammerpirlanta.com.tr;Büyükkayacık Osb Mah, Karahisar Sokak, No: 9
Mubaş Metal Kalıp Alüminyum Döküm San.tic.ltd.şti.;Tahsisli;6;İmalat;;;;;
Mucit Plastik Ve Kalıp San. Ve Tic.Ltd.Şti.;Kiracı;2;Plastik;3322391600;bilgi@mucit.com;https://mucit.com;mucit.com;Büyükkayacık Osb Mah, Sarıçiçek Sokak, No: 6
Mucit Plastik Ve Kalıp San. Ve Tic.Ltd.Şti.;Ön Tahsisli;6;Plastik;3322391600;bilgi@mucit.com;https://mucit.com;mucit.com;
Murat Çankırlı İnş.Mak.Gıda San. Ve Tic.Ltd.Şti.;Tahsisli;2;Diğer;3322386314;info@cankirli.com;www.solinox.com.tr;solinox.com.tr;Büyükkayacık Osb Mah, Kırım Caddesi, No: 12
Mustafa Altınay Yem Gıda Ve Hayvancılık San.tic.ltd.şti.;Ön Tahsisli;6;Yem ve Tohumculuk;;1altinayyem@hotmail.com;;;
Mustafa Ceylan Endüstri A.ş.;Tahsisli;3;Otomotiv Yedek Parça;3322391575;muhasebe@mustafaceylan.com;;;Büyükkayacık Osb Mah, 5 Nolu Sokak, No: 11
Mustafa Ceylan Endüstri A.ş.;Tahsisli;3;Otomotiv Yedek Parça;3322391575;muhasebe@mustafaceylan.com;;;Büyükkayacık Osb Mah, 3 Nolu Sokak, No: 7
Mustafa Karabulut Metal Tarım Ürünleri Nakliye İnşaat Ve Otomotiv Ticaret Limited Şiketi;Ön Tahsisli;6;Metal;3322496479;info@karabulutmetal.com.tr;www.karabulutmetal.com.tr;karabulutmetal.com.tr;
Mustafa Şimşek Mak.tak.san.ve Tic.ltd.şti.;Tahsisli;5;İmalat;3322512178;info@smoxh.com.tr;;;Büyükkayacık Osb Mah, 502 Nolu Sokak, No: 6
Mutlu Tohum San.tic.ltd.şti.;Kiracı;4;Yem ve Tohumculuk;4444233;info@mutlutohum.com.tr;www.mutlutohum.com.tr;mutlutohum.com.tr;Büyükkayacık Osb Mah, 406 Nolu Sokak, No: 8
Mutluerler Ekmek Ve Gıda Sanayi Ltd.şti.;Ön Tahsisli;6;Gıda;5322928822;1info@mutluerler.com.tr;;;
Mvd İnan Takım Tezgahları San.a.ş.;Tahsisli;4;İmalat;3322392233;info@mvd.com.tr;www.mvdinan.com;mvdinan.com;Büyükkayacık Osb Mah, 101. Cadde, No: 11
Mvd Makina Sanayi A.Ş.;Tahsisli;6;Makina;3322392233;info@mvd.com.tr;www.mvd.com.tr;mvd.com.tr;
Mvd Makina Sanayi A.Ş.;Tahsisli;3;Makina;3322392233;info@mvd.com.tr;www.mvd.com.tr;mvd.com.tr;Büyükkayacık Osb Mah, 1 Nolu Sokak, No: 3
Mvs Volan Döküm Mak.san.ve Tic.ltd.şti.;Ön Tahsisli;6;Döküm;;info@mvsvolan.com;https://mvsvolan.com;mvsvolan.com;
Mvs Volan Döküm Mak.san.ve Tic.ltd.şti.;Tahsisli;3;Döküm;;info@mvsvolan.com;https://mvsvolan.com;mvsvolan.com;Büyükkayacık Osb Mah, 19 Nolu Sokak, No: 5
Myfarm Makine A.ş.;Kiracı;2;Diğer;;muhasebe@myfarmpoultry.com;;;Büyükkayacık Osb Mah, Sarıçiçek Sokak, No: 4
Naturwin Tarım İmalat San. Ve Tic.ltd.şti.;Kiracı;2;Gübre;;1zcepni@naturwin.com;;;Büyükkayacık Osb Mah, Vezirköy Caddesi, No: 3
Naturwin Tarım İmalat San. Ve Tic.ltd.şti.;Tahsisli;6;Gübre;;1zcepni@naturwin.com;;;Büyükkayacık Osb Mah, 628 Nolu Sokak, No: 1
Naya Proje Mimarlık Mühendislik İnşaat Sanayi Otomotiv Ticaret Ltd.şti.;Tahsisli;6;Yapı - İnşaat Malzemeleri;3322901438;info@nayaproje.com;www.nayaproje.com;nayaproje.com;Büyükkayacık Osb Mah, 602 Nolu Sokak, No: 4
Necati Işık Ve Oğulları Orman Ürünleri İnşaat San. Ve Tic.ltd.şti.;Ön Tahsisli;6;Mobilya ve Ahşap Ürünleri;;1necatiisikahsap@hotmail.com;;;
Nempa Motor Pompa Döküm Otom.san. Ve Tic.ltd.şti.;Tahsisli;5;Diğer;3323454050;muhasebe@nemutlu.com.tr;;;Büyükkayacık Osb Mah, 505 Nolu Sokak, No: 5
Nesil Et Süt Gıda Hayvan Tarım Ürün.Plastik Ve Mak.İml.San.Tic.Ltd.Şti.;Tahsisli;5;Plastik;3323427221;bilgi@nesilplastik.com.tr;www.nesilplastik.com.tr;nesilplastik.com.tr;Büyükkayacık Osb Mah, 509 Nolu Sokak, No: 15
Nevzat Aydın;Tahsisli;2;Diğer;;;;;Büyükkayacık Osb Mah, Işıktepe Sokak, No: 10
Nisa Boru Profil Sac Metal Ve İnşaat San.tic.ltd.şti.;Tahsisli;6;Dorse - Damper - Treyler;3323452829;finans@nisaprofil.com.tr;;;
Nisa İnovasyon Akaryakıt Enerji San. Ve Tic.ltd.şti.;Tahsisli;6;Tarım Makinaları;3323452829;finans@nisaprofil.com.tr;;;
Niyazi Ayaz Çikolata Şekerleme Gıda San.Ltd.Şti.;Tahsisli;4;Gıda;;;;;Büyükkayacık Osb Mah, 413 Nolu Sokak, No: 3
Nod Yapı San. Ve Tic.a.ş.;Tahsisli;5;Yapı - İnşaat Malzemeleri;3323450828;osafak@nodyapi.com;;;Büyükkayacık Osb Mah, 509 Nolu Sokak, No: 6
Norm Batarya Enerji Depolama Sist. A.ş.;Kiracı;4;Elektrik - Elektronik ve Enerji;3322390141;muhasebe@normbess.com;;;Büyükkayacık Osb Mah, 407 Nolu Sokak, No: 8
Novaglass Cam San. Ve Tic.a.ş.;Tahsisli;6;İmalat;5332707362;1info@adalsanaluminyum.com.tr;;;Büyükkayacık Osb Mah, 600 Nolu Cadde, No: 8
Novaplant Kimya A.ş.;Ön Tahsisli;6;Kimya;;mfatih42@hotmail.com;;;
Novatek Otomotiv Gıda Sanayi Tic. Ltd. Şti.;Ön Tahsisli;6;Gıda;3322904568;igabakci@hotmail.com;;;
Nurdöksan Döküm Otomotiv San. Ve Tic.Ltd.Şti.;Ön Tahsisli;6;Döküm;3322392315;bilgi@nurdoksan.com;www.nurdoksan.com;nurdoksan.com;
Nurdöksan Döküm Otomotiv San. Ve Tic.Ltd.Şti.;Tahsisli;3;Döküm;3322392315;bilgi@nurdoksan.com;www.nurdoksan.com;nurdoksan.com;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 28
Nursan Gıda Otom.nak.san.tic.ltd.şti.;Tahsisli;3;Dorse - Damper - Treyler;3322391812;info@nursantrailer.com;;;Büyükkayacık Osb Mah, 16 Nolu Sokak, No: 7
Nursan Gıda Otom.nak.san.tic.ltd.şti.;Tahsisli;3;Dorse - Damper - Treyler;3322391812;info@nursantrailer.com;;;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 14
Nükte Otom San.ve Tic. A.ş.;Kiracı;4;Otomotiv Yedek Parça;;;;;Büyükkayacık Osb Mah, 101. Cadde, No: 24
Ods Group Değirmen Ve Gıda Makinaları San. Ve Tic.ltd.şti.;Tahsisli;6;Değirmen Makinaları;5467387788;1info@millods.com;;;
Oflaz Döküm San. Ve Tic.ltd.şti.;Tahsisli;2;Döküm;3323555775;info@sayvana.com;;;Büyükkayacık Osb Mah, Karahisar Sokak, No: 13
Oflaz Tekstil Metal Makine San. Ve Tic.ltd.şti.;Tahsisli;2;Diğer;3322392065;selami@sstseon.com.tr;www.sstseon.com.tr;sstseon.com.tr;Büyükkayacık Osb Mah, Güneştepe Sokak, No: 4
Oğuzmak Müh.gıda İnş.mak.san.tic.ltd.şti.;Tahsisli;5;Değirmen Makinaları;3223453576;oguzmak@hotmail.com;www.oguzmak.com;oguzmak.com;Büyükkayacık Osb Mah, 513 Nolu Sokak, No: 7
Onaylift Asansör İnşaat Otom.san. Ve Tic.ltd.şti.;Tahsisli;5;Asansör ve Ekipmanları;4443242;muhasebe@onaylift.com.tr;www.onaylift.com.tr;onaylift.com.tr;Aşağıpınarbaşı Osb Mah, 522 Nolu Sokak, No: 5
Onaylift Asansör İnşaat Otom.san. Ve Tic.ltd.şti.;Tahsisli;6;Asansör ve Ekipmanları;4443242;muhasebe@onaylift.com.tr;www.onaylift.com.tr;onaylift.com.tr;Büyükkayacık Osb Mah, 619 Nolu Sokak, No: 8
Or-taş Değirmencilik Otomotiv Zirai Ürünler İnş.san. Ve Tic.ltd.şti. Selçuklu Şubesi;Kiracı;5;Gıda;;;;;Büyükkayacık Osb Mah, 510 Nolu Sokak, No: 4
Or-Taş Değirmencilik Otomotiv Zirai Ürünler İnşaat San. Ve Tic.Ltd.Şti.;Tahsisli;3;Değirmen Makinaları;3322391245;muhasebe@ortasdegirmen.com;https://ortasdegirmen.com/tr;ortasdegirmen.com;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 11
Or-Taş Değirmencilik Otomotiv Zirai Ürünler İnşaat San. Ve Tic.Ltd.Şti.;Tahsisli;5;Değirmen Makinaları;3322391245;muhasebe@ortasdegirmen.com;https://ortasdegirmen.com/tr;ortasdegirmen.com;Büyükkayacık Osb Mah, 510 Nolu Sokak, No: 4
Orweld Elektrot Sanayi Ve Ticaret Şirketi;Tahsisli;3;İmalat;4441679;muhasebe@orwel.com.tr;;;Büyükkayacık Osb Mah, 13 Nolu Sokak, No: 27/1
Oryem Makina San. Ve Tic.a.ş.;Kiracı;3;Makina;;;;;Büyükkayacık Osb Mah, 6 Nolu Sokak, No: 9
Osb Motorlu Araçlar Mak.dök.san.tic.ltd.şti.;Tahsisli;3;Otomotiv Yedek Parça;3322390221;;;;Büyükkayacık Osb Mah, Vali İhsan Dede Caddesi, No: 8
Osem Tarım Ürünleri Gıda Nakl. San. Tic.ltd. Şti;Tahsisli;6;Yem ve Tohumculuk;5332346549;dogan_678@icloud.com;;;
Osm Makina Ve Yedek Parçaları San.tic.ltd.şti.;Kiracı;3;Makina;3325020055;muhasebe@osmmakina.com;www.osmmakina.com;osmmakina.com;Büyükkayacık Osb Mah, 19 Nolu Sokak, No: 14
Osman Çeçen;Tahsisli;2;Diğer;3322391020;bilgi@secendingil.com.tr;www.secendingil.com.tr;secendingil.com.tr;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 17
Osman Koç Otomotiv Dingil San. Ve Tic.a.ş.;Tahsisli;6;Otomotiv Yedek Parça;;1muhasebe@osmankoc.com;;;
Osmanlı Otomotiv San. Ve Dış Tic.ltd.şti.;Tahsisli;5;Otomotiv Yedek Parça;3325019777;konya@osmanlioto.com.tr;;;Büyükkayacık Osb Mah, 512 Nolu Sokak, No: 1
Osr Robot Tek.otom.müh.metal Mak.san.tic.ltd.şti.;Kiracı;2;Makina;3322391133;info@osr-robotics.com;www.osr-robotics.com;osr-robotics.com;Büyükkayacık Osb Mah, İkipınar Sokak, No: 15
Ostar Tarım Mak.İml.Paz.San.Tic.Ltd.Şti.;Tahsisli;2;Tarım Makinaları;3322391796;osman_dnc@hotmail.com;;;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 35
Otm Isı Cihazları Ve Gıda San.Tic.Ltd.Şti.;Kiracı;2;Metal;3322390647;bilgi@otmisi.com;www.otmisi.com;otmisi.com;Büyükkayacık Osb Mah, Ulukavak Sokak, No: 8
Oxy Temizlik Ürünleri Ve Kozmetik San.tic.a.ş.;Kiracı;2;Temizlik Ürünleri;3322456969;info@sektorkimya.com.tr;https://sektorkimya.com.tr;sektorkimya.com.tr;Büyükkayacık Osb Mah, Güneştepe Sokak, No: 7
Oxy Temizlik Ürünleri Ve Kozmetik San.tic.a.ş.;Tahsisli;5;Temizlik Ürünleri;3322456969;info@sektorkimya.com.tr;https://sektorkimya.com.tr;sektorkimya.com.tr;Büyükkayacık Osb Mah, 506 Nolu Sokak, No: 7
Oyak Biyoteknoloji San. Ve Tic.a.ş.;Kiracı;4;Diğer;3124156360;oguzhan.tavsan@oyakbiyoteknoloji.com.tr;;;Büyükkayacık Osb Mah, 417 Nolu Sokak, No: 2
Oyas Metal San.ve Tic. A.ş.;Tahsisli;6;Alüminyum;3325010327;adem@oyasaluminyum.com;www.oyasaluminyum.com;oyasaluminyum.com;Büyükkayacık Osb Mah, 625 Nolu Sokak, No: 3
Öcal Kardeşler Oto Yedek Parça San.tic.ltd.şti.;Tahsisli;3;Otomotiv Yedek Parça;;;;;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 32
Ömeroğlu Met.Mak.Hır.Nak.İnş.San.Ve Tic.Ltd.Şti.;Tahsisli;3;Döküm;3322391514;info@omeroglumetalurji.com;www.omeroglumetalurji.com;omeroglumetalurji.com;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 31
Önallar Tarım Makinaları A.ş.;Tahsisli;3;İmalat;3322489563;muhasebe@onallar.com.tr;www.onallar.com.tr;onallar.com.tr;Büyükkayacık Osb Mah, 3 Nolu Sokak, No: 4
Önder Metal Makina Ve İnş.San.Ve Tic.A.Ş.;Tahsisli;2;Metal;3322494444;bilgi@ondermetal.com.tr;www.ondermetal.com.tr;ondermetal.com.tr;Büyükkayacık Osb Mah, Evrenköy Caddesi, No: 28
Öntar Tarım Aletleri San. Ve Tic.Ltd.Şti.;Ön Tahsisli;6;Tarım Makinaları;3323450308;bilgi@ontar.com.tr;www.ontar.com.tr;ontar.com.tr;
Öntar Tarım Aletleri San.ve Tic.ltd.şti.;Kiracı;4;Makina;;;;;Büyükkayacık Osb Mah, 405 Nolu Sokak, No: 28
Öz Gödeneli Mak.Otom.Dök.Ve Met.San.Tic.Ltd.Şti.;Tahsisli;5;Döküm;3323421147;ozgodenelidokum@gmail.com;;;Büyükkayacık Osb Mah, 512 Nolu Sokak, No: 14
Öz-İş İlave Dingil Yedek Parça Tic.Ve San.Ltd.Şti.;Tahsisli;3;Otomotiv Yedek Parça;3322391535;info@ozissan.com;www.ozissan.com;ozissan.com;Büyükkayacık Osb Mah, 15 Nolu Sokak, No: 15
Özapalılar Tarım Makinaları Medikal İnşaat Ve Metal Kalıp Döküm Sanayi Ltd.şti.;Tahsisli;6;Tarım Makinaları;5332837591;1muhasebe@ozapalilar.com;;;
Özbaşak Değirmen Mak.İml.İç Ve Dış Tic.Ve Mak.San.Tic.Ltd.Şti.;Tahsisli;5;Değirmen Makinaları;3322493228;muhasebe@ozbasakdegirmen.com.tr;https://ozbasakdegirmen.com.tr;ozbasakdegirmen.com.tr;Ortakonak Osb Mah, 501 Nolu Sokak, No: 4
Özbeyşehirliler Endüstriyel Gıda Demir Çelik San. Ve Tic.ltd.şti.;Tahsisli;6;Metal;5324145139;1alikeskin74@hotmail.com;;;
Özçelikkayalar Alışveriş Mer. Petrol Tarım Ve Gıda Sanayi Tic.ltd.şti.;Ön Tahsisli;6;Gıda;3323520900;suleyman.demirhan@celikkayalar.com.tr;;;
Özçiğdem Kuruyemiş Gıda San.Ve Tic.Ltd.Şti.;Tahsisli;4;Gıda;3323426490;bilgi@ozcigdemkuruyemis.com.tr;www.ozcigdem.com;ozcigdem.com;Büyükkayacık Osb Mah, 410 Nolu Sokak, No: 2
Özçiğdem Kuruyemiş Gıda San.Ve Tic.Ltd.Şti.;Tahsisli;5;Gıda;3323426490;bilgi@ozcigdemkuruyemis.com.tr;www.ozcigdem.com;ozcigdem.com;Aşağıpınarbaşı Osb Mah, 525 Nolu Sokak, No: 4
Özden Otomotiv Yedek Parça İmalatı Otomasyon Nakliye İnşaat San.tic.ltd.şti.;Tahsisli;5;Otomotiv Yedek Parça;3323463400;muhasebe@ozdenotomotiv.com;www.ozdenotomotiv.com;ozdenotomotiv.com;Aşağıpınarbaşı Osb Mah, 524 Nolu Sokak, No: 10
Özdepak Paketleme Makinaları A.ş.;Tahsisli;5;Makina;;;;;Aşağıpınarbaşı Osb Mah, 523 Nolu Sokak, No: 2
Özdöken Tarım Mak.san.ve Tic.a.ş.;Ön Tahsisli;6;Tarım Makinaları;3322516720;info@ozdoken.com.tr;https://ozdoken.com.tr;ozdoken.com.tr;
Özdöken Tarım Mak.san.ve Tic.a.ş.;Tahsisli;5;Tarım Makinaları;3322516720;info@ozdoken.com.tr;https://ozdoken.com.tr;ozdoken.com.tr;Aşağıpınarbaşı Osb Mah, 526 Nolu Sokak, No: 3
