Firma Adı;Şehir;İlçe;Sektör;Telefon;Faks;E-Posta;Web Sitesi;Domain;Adres
ERCİYES DEMİR SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;Açik profillerin, nervürlü levhalarin ve sandviç p;(232) 376 78 40;3767842;info@erciyesdemir.com.tr;http://www.erciyesdemir.com.tr;erciyesdemir.com.tr;10.043 SOKAK NO.15   ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ERCİYES DEMİR SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 78 40;(232) 376 78 42;info@erciyesdemir.com.tr;http://www.erciyesdemir.com.tr;erciyesdemir.com.tr;10.053 SOKAK NO.3 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ERDİNÇ HIZIR YAPAN;İZMİR;ÇİĞLİ;Sanayi tipi sogutucu ve dondurucu donanimlari ile ;(232) 376 83 20;3768326;info@messan.com.tr;http://www.messan.com.tr;messan.com.tr;10.010 SOKAK NO.4 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ERDİNÇ HIZIR YAPAN;İZMİR;ÇİĞLİ;;(232) 376 83 20;3768326;info@messan.com.tr;http://www.messan.com.tr;messan.com.tr;10.026 SOKAK NO.50 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ERDOĞAN YAVUZ YAVUZ MAKİNA;İZMİR;ÇİĞLİ;Metallerin makinede islenmesi (torna tesfiye isler;(232) 337 32 65;2653690;info@omsdiesel.com;http://www.omsdiesel.com;omsdiesel.com;10.028 SOKAK NO.10 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ERDOĞANLAR CAM ALÜMİNYUM PVC- MEHMET ERDOĞAN;İZMİR;ÇİĞLİ;;(232) 503 45 00;;erdoganlarcam@outlook.com;http://;;10.015 SOKAK NO.17 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
EREN PLASTİK SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;Plastik poset, çöp torbasi, çanta, torba, çuval, f;(232) 376 82 19;3768218;erenplastik@erenplastik.com;www.erenplastik.com;erenplastik.com;10.008 SOKAK NO.7 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ERGİN TONGUÇ;İZMİR;ÇİĞLİ;Plastik insaat malzemesi imalati;(236) 613 93 43;(236) 613 93 43;ergintonguc@hotmail.com;;;10.032 SOKAK NO.25 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ERGÜN BİNBOĞA;İZMİR;ÇİĞLİ;;;;;http://;;10.016 SOKAK NO.10 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ERGÜN BİNBOĞA;İZMİR;ÇİĞLİ;;;;;;;10.016 SOKAK NO.72 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ERGÜN BİNBOĞA;İZMİR;ÇİĞLİ;;;;;http://;;10.028 SOKAK NO.8 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ERİŞ MAKİNA SAN. VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Baska yerde siniflandirilmamis diger özel amaçli m;(232) 324 30 24;9661065;iletisim@erisrs.com;http://www.erisrs.com;erisrs.com;10.041 SOKAK NO:8  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ERP REKLAM VE AMBALAJ SAN.TİC.A.Ş.;İZMİR;ÇİĞLİ;Isikli tabela, isikli reklam panosu ve benzerlerin;05300683164;;muhasebe@erpreklam.com.tr;http://www.erpreklam.com.tr;erpreklam.com.tr;10.000 SOKAK NO:3/4  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ERSENCER MÜHENDİSLİK MAKİNA GEMİCİLİK İNŞAAT SAN. VE TİC. A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 79 44;3767945;ersencer@ersencer.com;www.ersencer.com;ersencer.com;10.013 SOKAK NO.8 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ERTEK DANIŞMANLIK İŞGÜCÜ HİZMETLERİ LTD.ŞTİ.;İZMİR;ÇİĞLİ;;;;;http://;;10.002 SOKAK NO.28  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ERTEK YAPI VE MAK.END.EK.SAN.VE TIC.LTD.STI.;İZMİR;ÇİĞLİ;Bina ve diger insaat projelerinde su ve kanalizasy;(232) 376 81 37;3768247;gunes@ertek.com;www.ertek.com;ertek.com;10.028 SOKAK NO.5 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ERZE PLASTİK ÇEMBER SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 86 25;3768626;info@erzecember.com;http://www.erzecember.com;erzecember.com;10.049 SOKAK NO.3  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ERZE PLASTİK ÇEMBER SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Plastik poset, çöp torbasi, çanta, torba, çuval, f;(232) 376 86 55;3768626;info@erzecember.com;www.erzecember.com;erzecember.com;10.049 SOKAK NO.1  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ERZE PLASTİK ÇEMBER SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Plastik poset, çöp torbasi, çanta, torba, çuval, f;(232) 376 86 25;3768626;info@erzecember.com;www.erzecember.com;erzecember.com;M.KEMAL ATATÜRK BUL.NO.48 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ESCOM GIDA İNŞAAT TAAHHÜT SAN.VETİC.A.Ş.;İZMİR;ÇİĞLİ;Et ve kümes hayvanlari etlerinden üretilen pismemi;(0232) 503 50 48;;info@escomgida.com;http://www.escomgida.com;escomgida.com;10.022 SOKAK  NO.9  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ESEN PLASTİK SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;Plastikten mamul halde tüp, boru, hortum ve bunlar;(232) 376 70 11;3767010;esen@esen.com;www.esenplastik.com.tr;esenplastik.com.tr;M.KEMAL ATATÜRK BUL. NO.73 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ESEN PLASTİK SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;Plastikten mamul halde tüp, boru, hortum ve bunlar;(232) 376 70 11;3767010;esen@esen.com;http://www.esenplastik.com.tr;esenplastik.com.tr;M.KEMAL ATATÜRK BUL.NO.71  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ESEN PLASTİK SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;Plastikten mamul halde tüp, boru, hortum ve bunlar;(232) 376 70 11;3767010;esen@esen.com;http://www.esenplastik.com.tr;esenplastik.com.tr;M.KEMAL ATATÜRK BUL.NO.69 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ESER KARDEŞLER EKMEKÇİLİK UNLU MAMÜLLERİ GIDA VE KATKI MADDELERİ SAN.TİC.VE PAZARLAMA LTD.ŞTİ.;İZMİR;ÇİĞLİ;Ekmek, taze pastane ürünleri ve taze kek imalati;(232) 342 17 27;;bilgi@taskentekmek.com.tr;http://www.tastanekmek.com.tr;tastanekmek.com.tr;10.001 SOKAK NO.9   ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ESER KARDEŞLER EKMEKÇİLİK UNLU MAMÜLLERİ GIDA VE KATKI MADDELERİ SAN.TİC.VE PAZARLAMA LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 342 17 27;;bilgi@taskentekmek.com.tr;http://www.tastanekmek.com.tr;tastanekmek.com.tr;10.010 SOKAK NO.7 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ESMA ÖZDEMİR;İZMİR;ÇİĞLİ;;(232) 376 78 86;3767783;a.nurkaya@dostcam.com.tr;www.dostcam.com;dostcam.com;10.014 SOKAK NO.15 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ETAPAK BASKI AMBALAJ SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Kagit veya mukavvadan etiketlerin imalati;(232) 328 33 45;3283341;info@etapak.com;http://www.etapak.com;etapak.com;10.034 SOKAK  NO.8 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ETHEM ALTAN ÜNSAL;İZMİR;ÇİĞLİ;Isinlama, elektro medikal ve elektro terapi ile il;(232) 463 70 94;4222549;aydinunsal@superonline.com;;;10.001 SOKAK NO.8  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ETKİN TIBBİ CİHAZLAR  SAN. VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 464 00 20;4641493;etkintibbi@etkintibbi.com;www.etkintýbbi.com.tr;xn--etkintbbi-59a.com.tr;10.052 SOKAK NO:10  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
EVRİM ELEKTRİK MALZEMELERİ SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Elektrik dagitim ve kontrol cihazlari imalati;(232) 376 80 66;3768066;info@evrimelektrik.com ;http://www.evrimelektrik.com;evrimelektrik.com;10.024 SOKAK NO.7 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
EYÜP ÖZENEL;İZMİR;ÇİĞLİ;;;;;http://;;10.024 SOKAK NO.7 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
FAHRETTİN MACİT;İZMİR;ÇİĞLİ;;(232) 464 59 60;4227127;;http://;;10.002 SOKAK NO.9  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
FATİH GÜLMEZOĞLU;İZMİR;ÇİĞLİ;Metallerin islenmesi ve kaplanmasi;(232) 376 83 05;3768305;efo.elk@superonline.com;http://www.efoelektrik.com;efoelektrik.com;10.016 SOKAK NO:32 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
FATİH MEHMET ERTEKİN;İZMİR;ÇİĞLİ;;(232) 459 49 09;4594910;info@geotr.com;http://www.geotr.com;geotr.com;10.006/1 SOKAK NO.39  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
FATMA ÇABUKEL;İZMİR;ÇİĞLİ;Bitkisel ve hayvansal üretim ile avcilik ve ilgili;;;;http://;;10.024 SOK NO.2  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
FAVORİ PLASTİK  MAKİNA SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 376 77 73;3767773;uguroral.anadolu@gmail.com;;;10.022 SOKAK NO.16  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
FAZ ELEKTRİK MOTOR MAKİNA SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Elektrik motoru, jeneratör ve transformatörlerin i;(232) 328 30 37;3282076;;www.tumser.com.tr;tumser.com.tr;10.015 SOKAK NO:15 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
FB DIŞ TİCARET A.Ş.;İZMİR;ÇİĞLİ;;(232) 328 09 69;3282070;muhasebe@fbtextile.com;;;10.014 SOKAK NO.13  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
FEKA İNŞAAT SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;Ikamet amaçli olmayan binalarin insaati (fabrika, ;(232) 877 10 55;8772055;feka@feka.com.tr;http://www.feka.com.tr;feka.com.tr;10.014 SOKAK NO:1 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
FERHAT GÜNGÖR;İZMİR;ÇİĞLİ;;;;nurcan.gungor@deceuninck.com;;;10.025 SOKAK NO.4 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
FIRAMER MAKİNA SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Metallerin makinede islenmesi (torna tesfiye isler;(232) 479 79 82;;muhasebe@firamer.com;http://www.firamer.com.tr;firamer.com.tr;10.010 SOKAK NO:23/1 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
FIXPRO İÇ VE DIŞ TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 683 40 98;5023410;muhasebe@fixpro.com.tr;http://;;10.016 SOKAK NO.16  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
FİDAN AMBALAJ SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Plastik poset, çöp torbasi, çanta, torba, çuval, f;(232) 328 01 02;3280290;rina@fidanambalaj.com;;;10.050 SOKAK NO:3   ATATÜRK ORGANİZE SANAYİ BÖLGESİ
FLOVMAC MAKİNA HİDROLİK SİSTEMLERİ İTH.İHR.SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Akiskan gücü ile çalisan ekipmanlarin ve bunlarin ;(232) 376 76 85;;info@flowmac.com.tr;http://www.flowmac.com.tr;flowmac.com.tr;10.000 SOKAK NO.20/1 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
FORM MAKİNE CNC TAKIM TEZGAHLARI SAN.VE TİC. LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 328 04 10;3280413;form@formcnc.com.tr;http://www.formcnc.com.tr;formcnc.com.tr;10.024 SOKAK NO:1 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
FTA HAVACILIK BAĞLANTI ELEMANLARI SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Metallerin makinede islenmesi (torna tesfiye isler;(232) 328 26 82;3282789;info@fta.com.tr;www.fta.com.tr;fta.com.tr;10.052 SOKAK NO:14  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GALATA CHEMICALS TURKEY KİMYASAL A.Ş.;İZMİR;ÇİĞLİ;;(232) 503 02 50;;finance@galatachemicals.com;http://www.galatachemicals.com;galatachemicals.com;10.039 SOKAK NO.13 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GALETAŞ GIDA SAN. VE TİC.LTD.ŞTİ;İZMİR;ÇİĞLİ;Tahillarin ögütülmesi ve un imalati (misir unu, ke;(232) 328 05 90;3280593;a.duran@galetas.com;http://www.galetas.com;galetas.com;10.022 SOKAK NO:5   ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GARANTİ FİNANSAL KİRALAMA A.Ş.;İZMİR;ÇİĞLİ;;;;;;;10.053 SOKAK NO:9 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GASPA OTOMOTİV SOĞUTMA VE LPG SİST.İNŞ.TUR.İTH.İHR.SAN.VE TİC.LTD.ŞTİ.;İZMİR;ALİAĞA;;0 (232)3257576;;info@gicopss.com;;;ÇORAKLAR MAH.5021 SK.NO:10  ALOSBİ
GE VERNOVA ENERJİ TEKNOLOJİLERİ TİC.VE SERVİS A.Ş. İZMİR ŞUBESİ;İZMİR;ÇİĞLİ;;850 210 43 43;(212) 366 26 07;info@ge.com;http://www.ge.com.tr;ge.com.tr;10.039 SOKAK NO:27 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GEMPOL MAKİNE MÜH.SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;328 23 31;;info@gempol.com.tr;http://www.gempol.com.tr;gempol.com.tr;10.052 SOKAK NO:2 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GENÇAY CİVATA - TEKNİK HIRDAVAT SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 328 29 29;3282930;info@gencaycivata.com.tr;http://www.gencaycivata.com.tr;gencaycivata.com.tr;M.KEMAL ATATÜRK BUL.NO.74 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GENÇAY CİVATA - TEKNİK HIRDAVAT SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 328 29 29;3282930;info@gencaycivata.com.tr;http://www.gencaycivata.com.tr;gencaycivata.com.tr;M.KEMAL ATATÜRK BUL. NO.76 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GENSAC METAL MAKİNA NAK. PAZARLAMA SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 328 32 80;3283280;info@gensacmetal.com;www.gensacmetal.com;gensacmetal.com;10.040 SOKAK NO.16 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GENSAC METAL MAKİNA NAK. PAZARLAMA SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Metallerin makinede islenmesi (torna tesfiye isler;(232) 328 32 80;3283280;info@gensacmetal.com;http://www.gensacmetal.com;gensacmetal.com;10.042 SOKAK NO.8  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GIMİLOĞULLARI PAZARLAMA SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 486 56 92;4865648;fatura@gimilogullari.com;;;10.038 SOKAK NO.12 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GİMAS GİRGİN MAK.İMAL.MONT.VE MÜH.SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Tas, toprak, cevher, alçi, çimento ve diger minera;(232) 376 73 77;3767379;info@gimas.gen.tr ;www.gimas.gen.tr;gimas.gen.tr;ESATPAŞA MAH.1212 SOKAK NO.3/1 MENEMEN- İZMİR
GİMAS GİRGİN MAK.İMAL.MONT.VE MÜH.SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Tas, toprak, cevher, alçi, çimento ve diger minera;(232) 376 73 77;3767379;info@gimas.gen.tr ;www.gimas.gen.tr;gimas.gen.tr;ESATPAŞA MAH.1212 SOKAK NO.3/1 MENEMEN- İZMİR
GİMAS GİRGİN MAK.İMAL.MONT.VE MÜH.SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Tas, toprak, cevher, alçi, çimento ve diger minera;(232) 376 73 77;3767379;info@gimas.gen.tr ;http://www.gimas.gen.tr;gimas.gen.tr;ESATPAŞA MAH.1212 SOKAK NO.3/1 MENEMEN- İZMİR
GİMAS GİRGİN MAK.İMAL.MONT.VE MÜH.SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Tas, toprak, cevher, alçi, çimento ve diger minera;(232) 376 73 77;3767379;info@gimas.gen.tr ;www.gimas.gen.tr;gimas.gen.tr;ESATPAŞA MAH.1212 SOKAK NO.3/1 MENEMEN- İZMİR
GİMAS GİRGİN MAK.İMAL.MONT.VE MÜH.SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 73 77;3767379;info@gimas.gen.tr ;http://www.gimas.gen.tr;gimas.gen.tr;ESATPAŞA MAH.1212 SOKAK NO.3/1 MENEMEN- İZMİR
GİMKAT ARAÇ ÜSTÜ EKİPMAN SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Bys. elektrikli diger ekipmanlarin imalati (elektr;(232) 328 18 85;3281875;mehmet.katmerci@gimkat.com;http://www.gimkat.com;gimkat.com;10.032 SOKAK NO.8 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GİZEM YILDIRIM SÜRÜCÜ;İZMİR;ÇİĞLİ;;;;;http://;;10.006/1 SOKAK NO.27  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GMC ULUSLARARASI DERİ KİMYA TEKSTİL İNŞAAT GIDA SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 486 46 64;;info@gmctextilegroup.com;;;10.001 SOKAK N0:23 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GOLD KOMPOZİT TEKNE İMALAT TURİZM SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Eglence ve sportif amaçli motorlu/motorsuz yelkenl;;;info@goldkompozit.com;http://www.goldkompozit.com;goldkompozit.com;10.032 SOKAK NO.21/1 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GOLDEN FİNGERS RESTORAN ZİNCİRİ SAN.VE LTD.ŞTİ.;İZMİR;ÇİĞLİ;Firin ürünleri imalati (ekmek, pide, simit, vb. da;(538)7249288-Onurbey;;anilsurgel@gmail.com;http://;;10.041 SOKAK NO.7 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GOVI KİMYA SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 325 98 98;;info@govikimya.com;http://www.govikimya.com;govikimya.com;10.002 SOKAK NO:37 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GÖKHAN AKSIN;İZMİR;ÇİĞLİ;Tutkal imalati (kazein esasli, hayvansal esasli, n;(232) 328 03 28;3280326;gaksin@makrochemical.com;http://www.makrochemical.com;makrochemical.com;10.044 SOKAK NO:7 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GÖKHAN ERKAVUN;İZMİR;ÇİĞLİ;Ögütülmüs hububat ve sebze ürünleri imalati;(232) 486 00 94;4860721;;;;10.041 SOKAK NO.5  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GÖKSAN POMPA SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;Sivi pompalari ve sivi elevatörleri imalati (yakit;(232) 376 74 28;3768054;info@goksan.com.tr;www.goksanpump.com.tr;goksanpump.com.tr;10.014 SOKAK NO:7 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GÖKTEN MERT AYDOĞDU;İZMİR;ÇİĞLİ;;(232) 483 45 25;4840128;aytash@aytash.com;www.aytash.com;aytash.com;10.050 SOKAK NO.5  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GÜÇSAN MAKİNA SANAYİ VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Bitkisel ve hayvansal üretim ile avcilik ve ilgili;(232) 376 81 57;;info@nerialed.com.tr;www.gucsan.com.tr;gucsan.com.tr;10.021 SOKAK NO:15  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GÜÇSAN MAKİNA SANAYİ VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Metalden kapi ve pencere imalati;(232) 376 79 68;3768076;info@nerialed.com.tr;www.gucsan.com.tr;gucsan.com.tr;10.021 SOKAK NO:13  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GÜHRING TAKIM SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Metal isleme makinelerinin ve takim tezgahlarinin ;(232) 328 00 58;3280133;muhasebe@guhring.com.tr;http://www.guhring.com.tr;guhring.com.tr;10.027 SOKAK NO.2 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GÜL TARIM SAN VE TİC. A.Ş.;İZMİR;ÇİĞLİ;;;3768167;gultekinmt@gmail.com;;;10.001 SOKAK NO:27 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GÜLAY HATİCE İNCE;İZMİR;ÇİĞLİ;Diger plastik ürünlerin imalati;(232) 362 00 28;;mim.gulayince@gmail.com ;;;10.026 SOKAK NO.28  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GÜNAY CİVATA VE BAĞLANTI ELEMANLARI TİC.SAN.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Yivli baglanti malzemeleri imalati, demir, çelik v;(232) 377 24 53;;muhasebe@gunaycivata.com.tr;http://www.günaycivata.com.tr;xn--gnaycivata-9db.com.tr;10.001 SOKAK NO.4 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GÜNDÜZ TRAFO ELEKTRİK MAKİNALARI VE TURİZM SAN.TİC. A.Ş.;İZMİR;ÇİĞLİ;Elektrik motorlarinin, jeneratörlerin ve transform;(232) 376 76 80;3281468;muhasebe@gunduztrafo.com;http://www.gunduztrafo.com;gunduztrafo.com;10.007 SOKAK NO:28 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GÜNERİ GÜNDOĞAN;İZMİR;ÇİĞLİ;;;;guneri.gundogan@akcanlar.com.tr;http://;;10.029 SOKAK NO.10  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GÜNEŞ ERTAŞ;İZMİR;ÇİĞLİ;;;3768247;gunes@pnoso.com;http://;;10.028 SOKAK NO.1 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GÜNVER MÜHENDİSLİK TAAHHÜT SAN. VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 435 32 52;4353278;info@gunver.com.tr;http://www.gunver.com.tr;gunver.com.tr;10.016 SOKAK NO.38 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GÜNVER MÜHENDİSLİK TAAHHÜT SAN. VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 435 32 52;;info@gunver.com.tr;http://www.gunver.com.tr;gunver.com.tr;10.010 SK.NO:33  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GÜRAY KİMYA SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 328 00 80;3280089;info@guraykimya.com;http://;;10.002 SOKAK NO.25 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GÜREL İHR.TARIM VE SAN.ÜRÜNLERİ TİC.A.Ş.;İZMİR;ÇİĞLİ;Pirinç, pirinç ezmesi ve pirinç unu imalati (çelti;(232) 328 32 50;3283247;gurkan@gurelexport.com;http://www.gurelexport.com;gurelexport.com;10.038 SOKAK NO:3 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GÜRMAK AMORTİSÖR OTOMOTİV SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Motorlu kara tasitlari için diger parça ve aksesua;(232) 376 74 08;3767628;info@stal.com;www.stal.com;stal.com;M.KEMAL ATATÜRK BUL. NO.5  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GÜVEN PLASTİK SANAYİ VE TİCARET LTD.ŞTİ.;İZMİR;ÇİĞLİ;Plastikten mamul halde tüp, boru, hortum ve bunlar;(0232) 328 00 14;3280012;gp@guvenplastic.com;www.guvenplastic.com;guvenplastic.com;M.KEMAL ATATÜRK BUL. NO.37 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
GÜZEL ENERJİ AKARYAKIT  A.Ş.;İZMİR;ÇİĞLİ;;(232) 328 10 36;3282082;kemal.balaban@guzelenerji.com.tr;www.moil.com.tr;moil.com.tr;10.013 SOKAK NO.6 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
H.A.K BAY GIDA AMBALAJ VE KİMYEVİ MADDELER İTH.İHR. SAN. VE TİC. A.Ş.;İZMİR;ÇİĞLİ;Boya, vernik ve benzeri kaplayici maddeler ile mat;(232) 388 25 57;3883812;info@orkide.com.tr;http://www.orkide.com.tr, www.kucukbay.com.tr;orkide.com.tr,;M.KEMAL ATATÜRK BUL. NO.63 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
HABAŞ SINAİ VE TIBBİ GAZLAR İSTİHSAL END.A.Ş.;İZMİR;ÇİĞLİ;;(216) 453 64 00;;habas@habas.com.tr;http://www.habas.com.tr;habas.com.tr;10.035 SOKAK NO:6  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
HABAŞ SINAİ VE TIBBİ GAZLAR İSTİHSAL END.A.Ş.;İZMİR;ÇİĞLİ;Sanayi gazlari imalati (hidrojen, asal gazlar, azo;(232) 376 75 08;4792129;habas@habas.com.tr;www.habas.com.tr;habas.com.tr;M.KEMAL ATATÜRK BUL. NO.35  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
HAKAN CELALATTİN BAYHUN;İZMİR;ÇİĞLİ;Gida ürünlerinin imalati;;;hakanbayhun@gmail.com;;;10.028 SOKAK NO.9 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
HAKAN PEHLİVAN;İZMİR;ÇİĞLİ;;(232) 489 00 32;4840605;info@dl.com.tr;www.dl.com.tr;dl.com.tr;10.024 SOKAK NO.8 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
HAKKI CEBECİ;İZMİR;ÇİĞLİ;Diger dis giyim esyalari imalati;(232) 375 42 77;3231363;hcebeci1@hotmail.com;;;M.KEMAL ATATÜRK BUL. NO.24 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
